Point: ,121-5362,,
Location: ,"33.7469558812497, -84.3960974554625",,
Road-Type: ,Minor Arterial,,
Day: ,Tue,Wed,Thu
Date:,2023-12-05,2023-12-06,2023-12-07
0:00:00 (V),,103,109
1:00:00 (V),,70,67
2:00:00 (V),,75,76
3:00:00 (V),,45,74
4:00:00 (V),,59,44
5:00:00 (V),,126,112
6:00:00 (V),,233,234
7:00:00 (V),,497,442
8:00:00 (V),,679,594
9:00:00 (V),,767,680
10:00:00 (V),,514,533
11:00:00 (V),,437,453
12:00:00 (V),,447,554
13:00:00 (V),542,530,
14:00:00 (V),577,537,
15:00:00 (V),612,662,
16:00:00 (V),592,744,
17:00:00 (V),579,622,
18:00:00 (V),400,407,
19:00:00(V),267,329,
20:00:00 (V),245,210,
21:00:00 (V),184,206,
22:00:00 (V),165,233,
23:00:00 (V),160,160,
,,,
12:00:00 (C),,,
1:00:00 (C),,,
2:00:00 (C),,,
3:00:00 (C),,,
4:00:00 (C),,,
5:00:00 (C),,,
6:00:00 (C),,,
7:00:00 (C),,,
8:00:00 (C),,,
9:00:00 (C),,,
10:00:00 (C),,,
11:00:00 (C),,,
12:00:00 (C),,,
13:00:00 (C),,,
14:00:00 (C),,,
15:00:00 (C),,,
16:00:00 (C),,,
17:00:00 (C),,,
18:00:00 (C),,,
19:00:00(C),,,
20:00:00 (C),,,
21:00:00 (C),,,
22:00:00 (C),,,
23:00:00 (C),,,
