4:00:00 (C),,0:11:2:1:0:0:0:0:0:0:0:0:0:0:0,0:6:4:0:0:0:0:0:0:0:0:0:0:0:0,,0:12:0:1:0:0:0:0:0:0:0:0:0:0:0,0:14:4:1:0:0:0:0:0:0:0:0:0:0:0
5:00:00 (C),,0:31:4:0:2:0:0:0:0:0:0:0:0:0:0,0:30:4:4:3:0:0:0:0:0:0:0:0:0:0,,0:39:5:0:1:0:0:0:0:0:0:0:0:0:0,0:42:5:0:2:0:0:0:0:0:0:0:0:0:0
6:00:00 (C),,0:66:8:0:5:0:0:0:0:0:0:0:0:0:0,0:63:10:1:3:0:0:0:2:0:0:0:0:0:0,,0:74:5:0:1:0:0:0:0:0:0:0:0:0:0,0:90:10:1:2:2:0:0:0:0:0:0:0:0:0
7:00:00 (C),,0:163:14:0:8:2:0:0:0:0:0:0:0:0:0,0:173:19:4:4:0:0:1:0:0:0:0:0:0:0,,2:167:21:0:3:1:0:0:0:0:0:0:0:0:0,2:181:23:4:3:0:0:1:0:0:0:0:0:0:0
8:00:00 (C),,0:224:26:3:6:3:0:0:0:0:0:0:0:0:0,0:229:23:2:8:3:0:0:1:0:0:0:0:0:0,,1:188:27:3:3:0:0:0:0:0:0:0:0:0:0,0:250:37:3:9:2:0:0:0:0:0:0:0:0:0
9:00:00 (C),,1:177:22:1:7:1:0:0:0:0:0:0:0:0:0,2:181:15:1:6:1:0:0:2:0:0:0:0:0:0,,1:170:30:2:3:1:0:0:1:0:0:0:0:0:0,0:143:19:3:4:0:0:0:0:0:0:0:0:0:0
10:00:00 (C),,0:168:28:3:6:3:0:0:2:0:0:0:0:0:0,2:171:26:3:12:1:0:0:1:0:0:0:0:0:0,,2:131:16:1:4:2:0:0:0:0:0:0:0:0:0,1:153:24:1:5:1:0:0:0:0:0:0:0:0:0
11:00:00 (C),,1:226:31:1:17:1:0:0:0:0:0:0:0:0:0,0:202:35:3:6:0:0:1:0:0:0:0:0:0:0,,1:151:23:3:5:1:0:0:0:0:0:0:0:0:0,4:169:24:0:2:0:0:0:0:0:0:0:0:0:0
12:00:00 (C),,3:212:32:1:6:0:0:0:0:0:0:0:0:0:0,3:228:30:1:11:1:0:0:2:0:0:0:0:0:0,4:173:43:4:9:0:0:0:0:0:0:0:0:0:0,1:177:30:1:7:1:0:0:0:0:0:0:0:0:0,
13:00:00 (C),,3:239:23:0:8:1:0:0:1:0:0:0:0:0:0,4:240:22:0:5:0:0:1:0:0:0:0:0:0:0,1:183:17:1:5:0:0:0:0:0:0:0:0:0:0,3:204:26:2:4:0:0:1:1:0:0:0:0:0:0,
14:00:00 (C),,3:266:18:2:5:0:0:0:0:0:0:0:0:0:0,0:224:25:1:7:0:0:0:1:0:0:0:0:0:0,2:200:26:0:8:0:0:0:1:0:0:0:0:0:0,4:206:35:1:5:0:0:0:0:0:0:0:0:0:0,
15:00:00 (C),,0:280:25:1:10:0:0:1:0:0:0:0:0:0:0,2:231:27:2:9:0:0:0:0:0:0:0:0:0:0,6:210:33:0:7:1:0:0:0:0:0:0:0:0:0,3:220:22:1:1:0:0:0:1:0:0:0:0:0:0,
16:00:00 (C),3:250:16:1:3:0:0:0:0:0:0:0:0:0:0,2:313:18:4:5:0:0:0:0:0:0:0:0:0:0,,5:231:18:1:0:0:0:0:0:0:0:0:0:0:0,7:223:24:1:4:0:0:0:0:0:0:0:0:0:0,
17:00:00 (C),1:267:22:0:3:0:0:0:0:0:0:0:0:0:0,0:286:20:2:6:1:0:1:0:0:0:0:0:0:0,,3:187:27:0:1:0:0:0:0:0:0:0:0:0:0,8:216:25:0:1:0:0:0:0:0:0:0:0:0:0,
18:00:00 (C),2:251:13:0:1:0:0:0:0:0:0:0:0:0:0,2:318:29:0:3:0:0:1:0:0:0:0:0:0:0,,6:230:21:1:1:0:0:0:0:0:0:0:0:0:0,2:184:17:0:1:0:0:0:0:0:0:0:0:0:0,
19:00:00(C),4:242:13:0:3:0:0:0:0:0:0:0:0:0:0,1:294:20:1:2:0:0:0:0:0:0:0:0:0:0,,1:153:23:0:0:1:0:0:0:0:0:0:0:0:0,3:188:13:0:2:1:0:0:0:0:0:0:0:0:0,
20:00:00 (C),4:234:15:0:2:0:0:1:0:0:0:0:0:0:0,2:179:13:1:4:0:0:0:1:0:0:0:0:0:0,,1:137:12:0:2:0:0:0:0:0:0:0:0:0:0,3:146:3:0:2:0:0:0:0:0:0:0:0:0:0,
21:00:00 (C),1:184:12:0:0:0:0:0:0:0:0:0:0:0:0,1:271:26:1:2:0:0:1:0:0:0:0:0:0:0,,3:106:8:0:0:0:0:0:0:0:0:0:0:0:0,2:90:0:1:2:0:0:0:0:0:0:0:0:0:0,
22:00:00 (C),1:143:3:0:2:0:0:0:0:0:0:0:0:0:0,2:202:13:1:2:0:0:0:0:0:0:0:0:0:0,,3:83:7:0:0:0:0:0:1:0:0:0:0:0:0,2:72:6:0:0:2:0:0:0:0:0:0:0:0:0,
23:00:00 (C),0:78:2:0:1:0:0:1:0:0:0:0:0:0:0,0:107:5:1:2:0:0:0:1:0:0:0:0:0:0,,1:45:2:0:0:0:0:1:1:0:0:0:0:0:0,0:50:5:0:0:0:0:0:0:0:0:0:0:0:0,
