Point: ,121-5394,,
Location: ,"33.7469272913257, -84.3865906361622",,
Road-Type: ,Minor Arterial,,
Day: ,Mon,Tue,Wed
Date:,2023-02-13,2023-02-14,2023-02-15
0:00:00 (V),,138,131
1:00:00 (V),,70,105
2:00:00 (V),,54,67
3:00:00 (V),,70,65
4:00:00 (V),,63,70
5:00:00 (V),,115,120
6:00:00 (V),,287,344
7:00:00 (V),,864,922
8:00:00 (V),,922,1129
9:00:00 (V),,747,817
10:00:00 (V),,667,667
11:00:00 (V),,832,948
12:00:00 (V),,1014,1110
13:00:00 (V),766,898,
14:00:00 (V),816,858,
15:00:00 (V),1006,1069,
16:00:00 (V),973,1198,
17:00:00 (V),1320,1491,
18:00:00 (V),964,1026,
19:00:00(V),549,738,
20:00:00 (V),427,502,
21:00:00 (V),345,339,
22:00:00 (V),256,310,
23:00:00 (V),182,328,
,,,
12:00:00 (C),,,
1:00:00 (C),,,
2:00:00 (C),,,
3:00:00 (C),,,
4:00:00 (C),,,
5:00:00 (C),,,
6:00:00 (C),,,
7:00:00 (C),,,
8:00:00 (C),,,
9:00:00 (C),,,
10:00:00 (C),,,
11:00:00 (C),,,
12:00:00 (C),,,
13:00:00 (C),,,
14:00:00 (C),,,
15:00:00 (C),,,
16:00:00 (C),,,
17:00:00 (C),,,
18:00:00 (C),,,
19:00:00(C),,,
20:00:00 (C),,,
21:00:00 (C),,,
22:00:00 (C),,,
23:00:00 (C),,,
