Point: ,121-0245,,,,,
Location: ,"33.751969, -84.388974",,,,,
Road-Type: ,Minor Arterial,,,,,
Day: ,Tue,Wed,Thu,Mon,Tue,Wed
Date:,2023-08-22,2023-08-23,2023-08-24,2025-07-07,2025-07-08,2025-07-09
0:00:00 (V),,73,46,,45,48
1:00:00 (V),,31,37,,31,45
2:00:00 (V),,27,22,,21,36
3:00:00 (V),,36,25,,35,37
4:00:00 (V),,37,40,,43,62
5:00:00 (V),,110,103,,270,188
6:00:00 (V),,368,305,,617,478
7:00:00 (V),,878,788,,906,949
8:00:00 (V),,1040,1035,,1056,996
9:00:00 (V),,873,802,,885,773
10:00:00 (V),,823,682,,653,623
11:00:00 (V),,615,615,,584,581
12:00:00 (V),,717,657,,505,641
13:00:00 (V),599,643,1,,573,708
14:00:00 (V),612,613,,,613,621
15:00:00 (V),726,620,,,528,630
16:00:00 (V),750,891,,626,663,
17:00:00 (V),893,966,,542,616,
18:00:00 (V),704,666,,437,529,
19:00:00(V),308,330,,205,237,
20:00:00 (V),226,215,,156,148,
21:00:00 (V),168,186,,267,142,
22:00:00 (V),180,147,,337,190,
23:00:00 (V),130,92,,81,94,
,,,,,,
12:00:00 (C),,1:59:8:5:0:0:0:0:0:0:0:0:0:0:0,0:41:2:1:1:0:0:0:1:0:0:0:0:0:0,,,
1:00:00 (C),,0:28:1:1:0:1:0:0:0:0:0:0:0:0:0,0:35:1:1:0:0:0:0:0:0:0:0:0:0:0,,,
2:00:00 (C),,1:22:3:1:0:0:0:0:0:0:0:0:0:0:0,1:18:1:2:0:0:0:0:0:0:0:0:0:0:0,,,
3:00:00 (C),,0:32:3:0:1:0:0:0:0:0:0:0:0:0:0,0:22:3:0:0:0:0:0:0:0:0:0:0:0:0,,,
4:00:00 (C),,0:33:4:0:0:0:0:0:0:0:0:0:0:0:0,0:30:6:0:2:0:0:1:1:0:0:0:0:0:0,,,
5:00:00 (C),,1:88:13:5:1:1:0:0:1:0:0:0:0:0:0,0:73:21:4:3:2:0:0:0:0:0:0:0:0:0,,,
6:00:00 (C),,1:302:47:7:8:0:0:1:2:0:0:0:0:0:0,1:256:30:8:6:2:0:0:2:0:0:0:0:0:0,,,
7:00:00 (C),,0:782:56:26:13:1:0:0:0:0:0:0:0:0:0,0:684:59:34:5:2:0:1:3:0:0:0:0:0:0,,,
8:00:00 (C),,3:944:58:27:4:0:0:3:1:0:0:0:0:0:0,1:925:64:33:8:0:0:3:1:0:0:0:0:0:0,,,
9:00:00 (C),,4:782:53:23:9:0:0:1:1:0:0:0:0:0:0,0:714:55:23:7:0:0:2:1:0:0:0:0:0:0,,,
10:00:00 (C),,1:748:48:15:3:0:0:4:4:0:0:0:0:0:0,3:596:52:24:3:1:0:2:1:0:0:0:0:0:0,,,
11:00:00 (C),,6:525:49:21:8:2:1:2:1:0:0:0:0:0:0,0:537:40:22:12:1:0:2:1:0:0:0:0:0:0,,,
12:00:00 (C),,4:651:33:17:8:2:0:1:1:0:0:0:0:0:0,5:577:50:14:9:2:0:0:0:0:0:0:0:0:0,,,
13:00:00 (C),5:530:41:15:7:0:0:1:0:0:0:0:0:0:0,3:579:41:13:6:0:0:0:1:0:0:0:0:0:0,0:1:0:0:0:0:0:0:0:0:0:0:0:0:0,,,
14:00:00 (C),0:554:35:13:9:1:0:0:0:0:0:0:0:0:0,0:552:37:13:9:0:0:1:1:0:0:0:0:0:0,,,,
15:00:00 (C),0:634:46:29:10:0:0:0:7:0:0:0:0:0:0,4:536:36:32:9:1:0:0:2:0:0:0:0:0:0,,,,
16:00:00 (C),0:665:43:36:5:1:0:0:0:0:0:0:0:0:0,1:766:69:30:17:3:0:1:4:0:0:0:0:0:0,,,,
17:00:00 (C),1:784:65:31:10:1:0:0:1:0:0:0:0:0:0,9:840:61:24:23:2:0:5:2:0:0:0:0:0:0,,,,
18:00:00 (C),1:617:51:25:8:1:0:0:1:0:0:0:0:0:0,3:588:47:22:4:0:0:1:1:0:0:0:0:0:0,,,,
19:00:00(C),0:274:16:15:2:1:0:0:0:0:0:0:0:0:0,1:293:16:15:5:0:0:0:0:0:0:0:0:0:0,,,,
20:00:00 (C),0:206:8:11:1:0:0:0:0:0:0:0:0:0:0,1:189:15:7:3:0:0:0:0:0:0:0:0:0:0,,,,
21:00:00 (C),3:151:3:10:0:0:0:0:1:0:0:0:0:0:0,1:163:8:12:2:0:0:0:0:0:0:0:0:0:0,,,,
22:00:00 (C),1:153:7:15:4:0:0:0:0:0:0:0:0:0:0,0:134:4:9:0:0:0:0:0:0:0:0:0:0:0,,,,
23:00:00 (C),5:112:4:6:2:0:0:0:1:0:0:0:0:0:0,4:77:5:5:1:0:0:0:0:0:0:0:0:0:0,,,,
