Point: ,121-5592,,,,,
Location: ,"33.7485616153528, -84.3689155647583",,,,,
Road-Type: ,Minor Arterial,,,,,
Day: ,Tue,Wed,Thu,Mon,Tue,Wed
Date:,2023-02-14,2023-02-15,2023-02-16,2025-07-07,2025-07-08,2025-07-09
12:00:00 (V),,207,171,,141,189
1:00:00 (V),,135,85,,97,106
2:00:00 (V),,79,91,,62,79
3:00:00 (V),,66,52,,37,66
4:00:00 (V),,47,46,,63,62
5:00:00 (V),,137,116,,201,167
6:00:00 (V),,567,409,,593,554
7:00:00 (V),,1069,955,,1242,1177
8:00:00 (V),,775,1040,,1188,1204
9:00:00 (V),,811,941,,1169,1247
10:00:00 (V),,885,796,,1002,1019
11:00:00 (V),950,1005,,,981,1017
12:00:00 (V),932,1098,,,1044,1081
13:00:00 (V),1197,1002,,,1067,1129
14:00:00 (V),1304,1046,,,1234,1190
15:00:00 (V),1484,1253,,,1418,1431
16:00:00 (V),1564,1388,,1617,1550,
17:00:00 (V),1408,1643,,1616,1673,
18:00:00 (V),1643,1410,,1263,1402,
19:00:00(V),1395,956,,851,983,
20:00:00 (V),995,815,,699,702,
21:00:00 (V),671,569,,563,625,
22:00:00 (V),476,456,,541,617,
23:00:00 (V),340,277,,243,292,
,,,,,,
12:00:00 (C),,0:183:22:0:2:0:0:0:0:0:0:0:0:0:0,0:152:16:1:2:0:0:0:0:0:0:0:0:0:0,,,
1:00:00 (C),,0:122:11:0:2:0:0:0:0:0:0:0:0:0:0,0:81:4:0:0:0:0:0:0:0:0:0:0:0:0,,,
2:00:00 (C),,0:69:7:0:2:1:0:0:0:0:0:0:0:0:0,0:78:8:1:4:0:0:0:0:0:0:0:0:0:0,,,
3:00:00 (C),,0:47:16:1:2:0:0:0:0:0:0:0:0:0:0,0:41:7:0:2:2:0:0:0:0:0:0:0:0:0,,,
4:00:00 (C),,0:35:10:0:1:1:0:0:0:0:0:0:0:0:0,0:36:5:2:2:1:0:0:0:0:0:0:0:0:0,,,
5:00:00 (C),,0:107:25:0:4:0:0:1:0:0:0:0:0:0:0,0:93:19:0:4:0:0:0:0:0:0:0:0:0:0,,,
6:00:00 (C),,2:437:86:4:30:7:0:0:1:0:0:0:0:0:0,1:319:69:2:15:2:0:0:1:0:0:0:0:0:0,,,
7:00:00 (C),,0:925:101:8:24:9:1:1:0:0:0:0:0:0:0,2:826:88:6:22:7:0:3:1:0:0:0:0:0:0,,,
8:00:00 (C),,4:710:44:3:8:2:2:2:0:0:0:0:0:0:0,2:876:127:8:20:5:0:1:1:0:0:0:0:0:0,,,
9:00:00 (C),,1:709:72:4:18:3:2:2:0:0:0:0:0:0:0,1:790:111:8:24:2:3:1:0:1:0:0:0:0:0,,,
10:00:00 (C),,0:677:157:6:35:9:0:1:0:0:0:0:0:0:0,1:650:97:4:34:6:2:1:1:0:0:0:0:0:0,,,
11:00:00 (C),1:792:104:5:41:3:0:3:1:0:0:0:0:0:0,2:839:122:14:23:2:1:2:0:0:0:0:0:0:0,,,,
12:00:00 (C),1:776:121:7:18:5:1:3:0:0:0:0:0:0:0,1:923:140:6:23:3:0:1:1:0:0:0:0:0:0,,,,
13:00:00 (C),4:1030:122:6:25:3:1:5:1:0:0:0:0:0:0,1:832:129:2:27:8:2:1:0:0:0:0:0:0:0,,,,
14:00:00 (C),3:1141:125:2:21:5:1:4:1:1:0:0:0:0:0,1:872:140:1:21:8:1:2:0:0:0:0:0:0:0,,,,
15:00:00 (C),3:1278:163:1:20:5:8:3:3:0:0:0:0:0:0,2:1051:159:2:23:7:3:5:0:1:0:0:0:0:0,,,,
16:00:00 (C),2:1425:105:0:10:5:10:4:1:2:0:0:0:0:0,1:1217:147:0:14:4:0:5:0:0:0:0:0:0:0,,,,
17:00:00 (C),3:1328:51:0:8:9:2:5:1:1:0:0:0:0:0,0:1510:102:0:15:9:2:5:0:0:0:0:0:0:0,,,,
18:00:00 (C),1:1548:68:2:8:4:2:9:0:1:0:0:0:0:0,4:1273:106:1:18:4:3:0:0:1:0:0:0:0:0,,,,
19:00:00(C),3:1294:82:1:8:2:3:2:0:0:0:0:0:0:0,2:875:69:1:7:1:1:0:0:0:0:0:0:0:0,,,,
20:00:00 (C),2:919:64:0:6:2:2:0:0:0:0:0:0:0:0,0:758:46:0:7:1:1:2:0:0:0:0:0:0:0,,,,
21:00:00 (C),1:613:50:0:7:0:0:0:0:0:0:0:0:0:0,0:523:39:0:6:1:0:0:0:0:0:0:0:0:0,,,,
22:00:00 (C),1:427:46:0:2:0:0:0:0:0:0:0:0:0:0,1:417:35:0:2:1:0:0:0:0:0:0:0:0:0,,,,
23:00:00 (C),0:309:29:0:2:0:0:0:0:0:0:0:0:0:0,0:242:26:1:7:1:0:0:0:0:0:0:0:0:0,,,,
