Point: ,121-5685,,
Location: ,"33.759299, -84.417523",,
Road-Type: ,Major Collector,,
Day: ,Mon,Tue,Wed
Date:,2022-10-17,2022-10-18,2022-10-19
0:00:00 (V),,221,228
1:00:00 (V),,132,159
2:00:00 (V),,120,118
3:00:00 (V),,125,117
4:00:00 (V),,150,125
5:00:00 (V),,281,250
6:00:00 (V),,469,453
7:00:00 (V),,767,759
8:00:00 (V),,1039,964
9:00:00 (V),,933,952
10:00:00 (V),,762,829
11:00:00 (V),,755,768
12:00:00 (V),,884,938
13:00:00 (V),,841,893
14:00:00 (V),,870,915
15:00:00 (V),,1106,1125
16:00:00 (V),,1223,1205
17:00:00 (V),,1235,1351
18:00:00 (V),,1107,1228
19:00:00(V),,796,942
20:00:00 (V),523,575,
21:00:00 (V),413,469,
22:00:00 (V),332,393,
23:00:00 (V),312,327,
,,,
12:00:00 (C),,,
1:00:00 (C),,,
2:00:00 (C),,,
3:00:00 (C),,,
4:00:00 (C),,,
5:00:00 (C),,,
6:00:00 (C),,,
7:00:00 (C),,,
8:00:00 (C),,,
9:00:00 (C),,,
10:00:00 (C),,,
11:00:00 (C),,,
12:00:00 (C),,,
13:00:00 (C),,,
14:00:00 (C),,,
15:00:00 (C),,,
16:00:00 (C),,,
17:00:00 (C),,,
18:00:00 (C),,,
19:00:00(C),,,
20:00:00 (C),,,
21:00:00 (C),,,
22:00:00 (C),,,
23:00:00 (C),,,
