Point: ,121-5682,,,,,
Location: ,"33.7402128581738, -84.4177212585842",,,,,
Road-Type: ,Major Collector,,,,,
Day: ,Mon,Tue,Wed,Mon,Tue,Wed
Date:,2023-02-13,2023-02-14,2023-02-15,2025-05-05,2025-05-06,2025-05-07
0:00:00 (V),,213,247,,320,290
1:00:00 (V),,145,132,,227,222
2:00:00 (V),,85,111,,145,149
3:00:00 (V),,78,68,,134,91
4:00:00 (V),,85,114,,117,116
5:00:00 (V),,219,180,,285,222
6:00:00 (V),,374,356,,378,381
7:00:00 (V),,748,793,,949,902
8:00:00 (V),,1048,1067,,1205,1257
9:00:00 (V),,1049,871,,1161,1001
10:00:00 (V),,1034,841,,1012,944
11:00:00 (V),,1136,939,,1063,915
12:00:00 (V),1086,1270,,1266,1140,
13:00:00 (V),1188,1192,,1198,1222,
14:00:00 (V),1185,1310,,1219,1208,
15:00:00 (V),1253,1328,,1271,1263,
16:00:00 (V),1320,1430,,1355,1270,
17:00:00 (V),1307,1345,,1306,1317,
18:00:00 (V),1256,1238,,1179,1176,
19:00:00(V),1092,1035,,1029,1012,
20:00:00 (V),890,814,,774,863,
21:00:00 (V),577,553,,765,740,
22:00:00 (V),383,412,,511,564,
23:00:00 (V),317,338,,467,365,
,,,,,,
12:00:00 (C),,0:201:11:1:0:0:0:0:0:0:0:0:0:0:0,1:233:8:4:0:1:0:0:0:0:0:0:0:0:0,,,
1:00:00 (C),,0:136:5:4:0:0:0:0:0:0:0:0:0:0:0,1:113:11:4:2:1:0:0:0:0:0:0:0:0:0,,,
2:00:00 (C),,0:75:8:0:1:0:0:0:1:0:0:0:0:0:0,0:92:13:0:2:2:0:1:1:0:0:0:0:0:0,,,
3:00:00 (C),,0:66:10:0:1:0:0:1:0:0:0:0:0:0:0,0:59:7:0:2:0:0:0:0:0:0:0:0:0:0,,,
4:00:00 (C),,0:75:9:0:0:1:0:0:0:0:0:0:0:0:0,0:97:14:0:1:2:0:0:0:0:0:0:0:0:0,,,
5:00:00 (C),,0:161:44:6:5:3:0:0:0:0:0:0:0:0:0,0:141:28:6:3:2:0:0:0:0:0:0:0:0:0,,,
6:00:00 (C),,3:317:38:4:8:1:3:0:0:0:0:0:0:0:0,2:294:37:9:7:7:0:0:0:0:0:0:0:0:0,,,
7:00:00 (C),,1:644:70:9:10:13:0:1:0:0:0:0:0:0:0,4:674:79:13:14:8:0:1:0:0:0:0:0:0:0,,,
8:00:00 (C),,5:922:79:13:15:11:1:0:2:0:0:0:0:0:0,6:921:100:11:19:10:0:0:0:0:0:0:0:0:0,,,
9:00:00 (C),,4:901:88:12:22:16:0:2:3:0:0:0:1:0:0,5:728:91:15:18:8:1:2:2:0:0:0:1:0:0,,,
10:00:00 (C),,6:873:114:9:22:7:0:0:3:0:0:0:0:0:0,0:689:105:7:28:8:0:3:1:0:0:0:0:0:0,,,
11:00:00 (C),,5:954:143:10:18:6:0:0:0:0:0:0:0:0:0,4:811:82:13:14:8:0:6:1:0:0:0:0:0:0,,,
12:00:00 (C),2:919:136:9:14:4:0:1:1:0:0:0:0:0:0,3:1081:150:10:16:6:1:2:1:0:0:0:0:0:0,,,,
13:00:00 (C),11:991:148:9:18:9:0:1:1:0:0:0:0:0:0,4:1022:139:7:15:3:0:2:0:0:0:0:0:0:0,,,,
14:00:00 (C),0:1016:134:1:23:9:0:1:0:1:0:0:0:0:0,7:1128:137:6:20:11:0:0:1:0:0:0:0:0:0,,,,
15:00:00 (C),2:1124:102:8:7:9:0:0:1:0:0:0:0:0:0,8:1154:134:9:16:7:0:0:0:0:0:0:0:0:0,,,,
16:00:00 (C),3:1188:98:14:5:8:2:2:0:0:0:0:0:0:0,3:1274:126:7:12:7:0:1:0:0:0:0:0:0:0,,,,
17:00:00 (C),4:1158:131:4:5:5:0:0:0:0:0:0:0:0:0,3:1193:115:5:17:9:0:3:0:0:0:0:0:0:0,,,,
18:00:00 (C),2:1137:95:5:9:8:0:0:0:0:0:0:0:0:0,6:1127:83:6:12:3:0:1:0:0:0:0:0:0:0,,,,
19:00:00(C),1:1018:55:6:7:5:0:0:0:0:0:0:0:0:0,5:952:68:0:6:4:0:0:0:0:0:0:0:0:0,,,,
20:00:00 (C),2:824:50:3:0:10:0:0:0:0:0:0:1:0:0,5:742:58:3:4:2:0:0:0:0:0:0:0:0:0,,,,
21:00:00 (C),2:532:32:5:2:4:0:0:0:0:0:0:0:0:0,1:504:39:2:2:4:0:1:0:0:0:0:0:0:0,,,,
22:00:00 (C),0:358:19:3:1:2:0:0:0:0:0:0:0:0:0,1:380:26:3:1:1:0:0:0:0:0:0:0:0:0,,,,
23:00:00 (C),0:285:25:6:0:1:0:0:0:0:0:0:0:0:0,1:305:22:5:3:2:0:0:0:0:0:0:0:0:0,,,,
