3:00:00 (C),,0:11:8:0:2:1:0:0:0:0:0:0:0:0:0,0:18:4:0:0:0:0:0:0:0:0:0:0:0:0,,0:15:2:1:0:1:0:0:0:0:0:0:0:0:0,0:20:0:0:0:0:0:0:0:0:0:0:0:0:0
4:00:00 (C),,0:14:3:0:0:0:0:0:0:0:0:0:0:0:0,0:20:3:0:1:0:0:0:0:0:0:0:0:0:0,,1:53:9:0:0:0:0:0:0:0:0:0:0:0:0,0:69:9:0:0:0:0:0:1:0:0:0:0:0:0
5:00:00 (C),,0:44:11:1:1:0:0:0:0:0:0:0:0:0:0,0:38:10:0:0:2:0:1:0:0:0:0:0:0:0,,0:105:12:3:4:0:0:0:0:0:0:0:0:0:0,0:95:8:3:4:0:0:0:0:0:0:0:0:0:0
6:00:00 (C),,0:94:19:1:3:0:0:0:0:0:0:0:0:0:0,0:102:17:4:4:2:0:2:1:0:0:0:0:0:0,,0:243:30:0:10:3:0:0:0:0:0:0:0:0:0,1:240:30:1:5:0:0:1:1:0:0:0:0:0:0
7:00:00 (C),,0:207:52:2:9:0:0:1:0:0:0:0:0:0:0,0:219:36:3:12:2:0:1:0:0:0:0:0:0:0,,3:258:29:2:10:1:0:1:1:0:0:0:0:0:0,2:233:34:5:6:3:0:1:2:0:0:0:0:0:0
8:00:00 (C),,1:284:48:2:8:1:1:1:0:0:0:0:0:0:0,1:289:44:5:6:4:0:1:0:0:0:0:0:0:0,,3:251:43:2:12:0:0:0:0:0:0:0:0:0:0,0:215:38:5:14:1:0:3:1:0:0:0:0:0:0
9:00:00 (C),,2:231:58:5:12:1:0:2:0:0:0:0:0:0:0,4:247:50:4:13:0:0:0:1:0:0:0:0:0:0,,1:222:33:0:16:1:0:0:0:0:0:0:0:0:0,0:211:40:6:10:2:1:2:0:0:0:0:0:0:0
10:00:00 (C),,3:241:50:6:9:1:1:1:1:0:0:0:0:0:0,2:231:50:5:7:1:0:0:0:0:0:0:0:0:0,,2:220:41:2:9:0:0:1:0:0:0:0:0:0:0,6:244:35:4:10:3:0:0:2:0:0:0:0:0:0
11:00:00 (C),,1:241:53:2:16:2:0:0:1:0:0:0:0:0:0,2:245:64:2:14:2:0:0:0:0:0:0:0:0:0,,4:248:53:0:10:2:0:2:0:0:0:0:0:0:0,6:276:34:0:7:2:1:0:0:0:0:0:0:0:0
12:00:00 (C),,4:229:55:0:8:1:0:1:0:0:0:0:0:0:0,0:228:47:0:14:4:0:2:2:0:0:0:0:0:0,,2:264:38:1:8:0:1:0:0:0:0:0:0:0:0,2:303:33:2:7:1:0:1:1:0:0:0:0:0:0
13:00:00 (C),,2:251:53:0:13:2:1:0:0:0:0:0:0:0:0,1:262:44:1:15:1:0:3:1:0:0:0:0:0:0,,3:300:35:4:12:1:0:1:0:0:0:0:0:0:0,1:345:40:1:8:5:0:0:0:0:0:0:0:0:0
14:00:00 (C),,3:296:48:1:15:0:1:2:0:0:0:0:0:0:0,3:313:51:2:8:1:0:0:0:0:0:0:0:0:0,,4:376:49:2:9:4:0:1:1:0:0:0:0:0:0,3:368:46:1:5:3:0:0:0:0:0:0:0:0:0
15:00:00 (C),,2:317:50:2:12:2:0:2:0:0:0:0:0:0:0,4:339:45:5:2:2:0:1:1:0:0:0:0:0:0,,4:414:43:3:10:4:0:0:0:0:0:0:0:0:0,2:448:39:2:9:7:0:0:1:0:0:0:0:0:0
16:00:00 (C),,3:415:55:2:8:0:1:0:0:0:0:0:0:0:0,2:357:68:4:7:1:0:4:0:0:0:0:0:0:0,,6:423:33:2:7:0:0:0:0:0:0:0:0:0:0,2:409:42:2:7:2:0:0:0:0:0:0:0:0:0
17:00:00 (C),,4:379:59:1:5:0:0:0:0:0:0:0:0:0:0,4:484:58:1:11:0:0:0:0:0:0:0:0:0:0,,5:445:53:0:7:2:0:1:0:0:0:0:0:0:0,4:376:36:0:2:0:0:0:0:0:0:0:0:0:0
18:00:00 (C),,6:451:57:1:6:1:0:2:0:0:0:0:0:0:0,1:383:44:1:9:1:0:0:0:0:0:0:0:0:0,,1:361:33:0:6:1:1:1:0:0:0:0:0:0:0,6:329:34:0:2:0:0:0:0:0:0:0:0:0:0
19:00:00(C),,5:270:28:0:7:0:0:0:0:0:0:0:0:0:0,4:325:36:1:3:0:0:0:1:0:0:0:0:0:0,,2:261:28:0:1:0:0:1:0:0:0:0:0:0:0,0:223:14:0:2:0:0:0:0:0:0:0:0:0:0
20:00:00 (C),,1:209:30:0:1:1:0:0:0:0:0:0:0:0:0,2:217:21:0:2:0:0:0:0:0:0:0:0:0:0,0:132:2:0:0:5:0:0:0:0:0:0:0:0:0,4:181:11:0:0:0:0:0:0:0:0:0:0:0:0,
21:00:00 (C),0:141:14:0:0:0:0:0:0:0:0:0:0:0:0,1:175:13:0:3:0:0:0:0:0:0:0:0:0:0,,1:68:11:0:0:8:0:0:0:0:0:0:0:0:0,2:175:11:0:0:0:0:0:0:0:0:0:0:0:0,
22:00:00 (C),1:92:4:0:1:0:0:0:0:0:0:0:0:0:0,0:104:4:0:4:0:0:0:0:0:0:0:0:0:0,,0:73:4:0:1:7:0:0:0:0:0:0:0:0:0,0:76:3:0:0:0:0:1:0:0:0:0:0:0:0,
23:00:00 (C),0:56:8:0:1:0:0:0:0:0:0:0:0:0:0,1:66:4:0:0:0:0:0:0:0:0:0:0:0:0,,0:43:9:0:0:2:0:0:0:0:0:0:0:0:0,0:51:4:0:0:0:0:0:0:0:0:0:0:0:0,
