Point: ,121-6212,,,,,
Location: ,"33.749335, -84.413433",,,,,
Road-Type: ,Major Collector,,,,,
Day: ,Tue,Wed,Thu,Wed,Thu,Fri
Date:,2022-08-16,2022-08-17,2022-08-18,2025-09-03,2025-09-04,2025-09-05
0:00:00 (V),,89,115,,73,86
1:00:00 (V),,63,116,,54,58
2:00:00 (V),,37,32,,29,40
3:00:00 (V),,20,14,,13,25
4:00:00 (V),,24,19,,23,19
5:00:00 (V),,36,17,,23,30
6:00:00 (V),,51,47,,46,59
7:00:00 (V),,167,172,,133,147
8:00:00 (V),,279,238,244,212,
9:00:00 (V),,316,361,358,358,
10:00:00 (V),,292,321,250,262,
11:00:00 (V),,308,265,299,246,
12:00:00 (V),,345,362,296,330,
13:00:00 (V),,377,331,298,429,
14:00:00 (V),,366,349,298,305,
15:00:00 (V),,433,428,312,373,
16:00:00 (V),,405,390,288,449,
17:00:00 (V),,422,412,389,389,
18:00:00 (V),,361,410,296,281,
19:00:00(V),,330,334,193,271,
20:00:00 (V),201,273,,207,231,
21:00:00 (V),262,247,,205,163,
22:00:00 (V),192,244,,146,162,
23:00:00 (V),97,137,,102,122,
,,,,,,
12:00:00 (C),,,,,,
1:00:00 (C),,,,,,
2:00:00 (C),,,,,,
3:00:00 (C),,,,,,
4:00:00 (C),,,,,,
5:00:00 (C),,,,,,
6:00:00 (C),,,,,,
7:00:00 (C),,,,,,
8:00:00 (C),,,,,,
9:00:00 (C),,,,,,
10:00:00 (C),,,,,,
11:00:00 (C),,,,,,
12:00:00 (C),,,,,,
13:00:00 (C),,,,,,
14:00:00 (C),,,,,,
15:00:00 (C),,,,,,
16:00:00 (C),,,,,,
17:00:00 (C),,,,,,
18:00:00 (C),,,,,,
19:00:00(C),,,,,,
20:00:00 (C),,,,,,
21:00:00 (C),,,,,,
22:00:00 (C),,,,,,
23:00:00 (C),,,,,,
