Point: ,121-6232,,
Location: ,"33.73038415, -84.38548982",,
Road-Type: ,Major Collector,,
Day: ,Mon,Tue,Wed
Date:,2022-06-20,2022-06-21,2022-06-22
0:00:00 (V),,15,17
1:00:00 (V),,10,8
2:00:00 (V),,2,4
3:00:00 (V),,3,6
4:00:00 (V),,3,2
5:00:00 (V),,11,13
6:00:00 (V),,38,38
7:00:00 (V),,65,60
8:00:00 (V),,87,65
9:00:00 (V),,96,86
10:00:00 (V),,72,84
11:00:00 (V),,97,81
12:00:00 (V),,89,81
13:00:00 (V),,91,79
14:00:00 (V),,116,127
15:00:00 (V),,95,120
16:00:00 (V),,107,89
17:00:00 (V),,104,79
18:00:00 (V),,97,108
19:00:00(V),61,79,
20:00:00 (V),51,49,
21:00:00 (V),34,41,
22:00:00 (V),32,36,
23:00:00 (V),20,22,
,,,
12:00:00 (C),,,
1:00:00 (C),,,
2:00:00 (C),,,
3:00:00 (C),,,
4:00:00 (C),,,
5:00:00 (C),,,
6:00:00 (C),,,
7:00:00 (C),,,
8:00:00 (C),,,
9:00:00 (C),,,
10:00:00 (C),,,
11:00:00 (C),,,
12:00:00 (C),,,
13:00:00 (C),,,
14:00:00 (C),,,
15:00:00 (C),,,
16:00:00 (C),,,
17:00:00 (C),,,
18:00:00 (C),,,
19:00:00(C),,,
20:00:00 (C),,,
21:00:00 (C),,,
22:00:00 (C),,,
23:00:00 (C),,,
