Point: ,121-6328,,
Location: ,"33.7421223128091, -84.3792461633942",,
Road-Type: ,Major Collector,,
Day: ,Tue,Wed,Thu
Date:,2023-12-12,2023-12-13,2023-12-14
0:00:00 (V),,27,30
1:00:00 (V),,13,13
2:00:00 (V),,6,10
3:00:00 (V),,7,8
4:00:00 (V),,6,5
5:00:00 (V),,26,36
6:00:00 (V),,81,70
7:00:00 (V),,288,309
8:00:00 (V),,420,434
9:00:00 (V),,397,452
10:00:00 (V),,278,344
11:00:00 (V),,345,382
12:00:00 (V),,355,506
13:00:00 (V),,368,397
14:00:00 (V),,353,397
15:00:00 (V),,526,563
16:00:00 (V),,793,553
17:00:00 (V),,494,507
18:00:00 (V),,411,445
19:00:00(V),258,256,
20:00:00 (V),179,227,
21:00:00 (V),149,130,
22:00:00 (V),82,80,
23:00:00 (V),51,53,
,,,
12:00:00 (C),,,
1:00:00 (C),,,
2:00:00 (C),,,
3:00:00 (C),,,
4:00:00 (C),,,
5:00:00 (C),,,
6:00:00 (C),,,
7:00:00 (C),,,
8:00:00 (C),,,
9:00:00 (C),,,
10:00:00 (C),,,
11:00:00 (C),,,
12:00:00 (C),,,
13:00:00 (C),,,
14:00:00 (C),,,
15:00:00 (C),,,
16:00:00 (C),,,
17:00:00 (C),,,
18:00:00 (C),,,
19:00:00(C),,,
20:00:00 (C),,,
21:00:00 (C),,,
22:00:00 (C),,,
23:00:00 (C),,,
