5:00:00 (C),0:68:14:3:7:3:0:0:2:0:0:0:0:0:0,0:76:9:6:7:3:0:0:2:0:0:0:0:0:0,,,2:104:20:8:7:3:0:0:0:0:0:0:0:0:0,2:107:28:6:9:15:0:0:0:0:0:0:0:0:0
6:00:00 (C),2:210:35:6:7:2:0:0:1:0:0:0:0:0:0,2:197:42:5:8:1:0:0:2:0:0:0:0:0:0,,,4:259:50:6:18:5:0:1:0:0:0:0:1:0:0,4:243:73:4:13:11:0:0:2:0:0:0:0:0:0
7:00:00 (C),5:496:91:12:21:3:1:3:0:0:0:0:0:0:0,5:443:56:11:19:3:0:1:1:0:0:0:0:0:0,,,8:517:64:6:24:1:0:0:0:0:0:0:1:0:0,4:551:79:9:20:7:1:2:0:0:0:0:0:0:0
8:00:00 (C),5:633:88:12:20:2:0:1:0:0:0:0:0:0:0,4:630:77:9:24:3:1:1:0:0:0:0:0:0:0,,,5:723:95:6:23:3:0:5:1:0:0:0:1:0:0,10:823:112:6:23:3:0:7:1:0:0:0:0:0:0
9:00:00 (C),2:547:78:9:18:6:0:1:1:0:0:0:0:0:0,4:585:67:6:22:3:0:2:0:0:0:0:0:0:0,,,12:719:102:8:32:3:1:6:0:0:0:0:1:0:0,6:707:97:7:23:4:1:2:1:0:0:0:0:0:0
10:00:00 (C),7:507:107:7:31:3:0:0:3:0:0:0:0:0:0,5:451:96:9:18:2:0:1:1:0:0:0:0:0:0,,,16:548:86:9:30:5:0:1:2:0:0:0:1:0:0,8:561:79:6:29:3:2:1:1:0:0:0:0:0:0
11:00:00 (C),5:513:71:11:22:4:0:0:1:0:0:0:0:0:0,9:547:93:7:21:3:0:4:1:0:0:0:0:0:0,,,12:541:109:7:36:8:0:5:0:1:0:0:2:0:0,11:531:125:16:32:4:1:6:1:0:0:0:0:0:0
12:00:00 (C),5:718:101:2:16:2:0:0:2:2:0:0:0:0:0,10:661:110:7:18:1:1:5:1:0:0:0:0:0:0,,,13:722:102:5:21:6:1:4:0:1:0:0:0:0:0,10:641:92:3:25:3:1:2:1:0:0:0:1:0:0
13:00:00 (C),3:646:70:9:25:1:1:2:3:0:0:0:0:0:0,9:641:91:6:31:3:1:3:4:0:0:0:0:0:0,,,15:602:91:6:22:1:0:4:0:0:0:0:0:0:0,17:569:109:7:30:5:0:4:2:0:0:0:3:0:0
14:00:00 (C),4:615:86:6:14:1:0:0:0:0:0:0:0:0:0,3:627:88:3:26:4:0:0:0:0:0:0:0:0:0,,,9:670:86:9:20:2:0:5:2:0:0:0:2:0:0,11:688:102:3:32:2:0:4:1:0:0:0:0:0:0
15:00:00 (C),2:729:68:5:22:2:0:0:0:0:0:0:0:0:0,3:705:77:1:28:2:0:1:0:0:0:0:0:0:0,,,11:822:86:6:17:3:3:4:1:1:0:0:1:0:0,15:789:94:2:16:2:0:2:0:0:0:0:0:0:0
16:00:00 (C),3:821:71:3:15:2:0:2:0:0:0:0:0:0:0,9:907:66:2:18:3:1:0:0:0:0:0:0:0:0,,,11:812:67:2:10:1:1:4:0:0:0:0:0:0:0,13:806:94:5:15:1:1:3:0:0:0:0:0:0:0
17:00:00 (C),3:782:29:2:5:2:0:0:0:0:0:0:1:0:0,4:834:39:2:7:2:0:1:0:0:0:0:0:0:0,,,5:799:63:1:11:2:1:2:0:0:0:0:0:0:0,5:838:71:4:8:0:0:3:2:0:0:0:0:0:0
18:00:00 (C),8:828:44:3:10:0:0:0:0:0:0:0:0:0:0,7:775:37:1:4:4:0:0:0:0:0:0:1:0:0,,,19:736:77:2:9:0:0:2:2:0:0:0:1:0:0,6:798:72:2:3:1:0:2:0:0:0:0:1:0:0
19:00:00(C),4:653:50:2:2:5:0:0:1:0:0:0:0:0:0,6:637:43:3:9:1:0:0:0:0:0:0:0:0:0,,12:579:66:2:12:0:0:2:0:0:0:0:0:0:0,12:593:89:5:13:1:0:7:0:0:0:0:0:0:0,
20:00:00 (C),3:462:43:3:5:1:1:0:1:0:0:0:0:0:0,4:490:40:4:4:2:0:0:0:0:0:0:0:0:0,,16:431:66:3:4:1:0:1:0:0:0:0:0:0:0,9:474:86:3:14:1:1:2:0:0:0:0:0:0:0,
21:00:00 (C),2:594:39:5:5:1:1:0:0:0:0:0:0:0:0,1:442:27:4:3:1:1:0:0:0:0:0:0:0:0,,10:599:50:5:4:2:0:0:0:0:0:0:0:0:0,10:419:69:5:8:1:0:1:1:0:0:0:0:0:0,
22:00:00 (C),2:494:39:3:1:1:0:0:0:0:0:0:0:0:0,0:434:30:3:0:1:0:0:1:1:0:0:0:0:0,,3:507:91:3:8:1:0:3:1:0:0:0:0:0:0,10:419:66:3:3:2:0:1:1:0:0:0:0:0:0,
23:00:00 (C),1:274:25:2:2:1:0:0:1:0:0:0:0:0:0,2:328:22:4:4:0:0:0:0:1:0:0:0:0:0,,5:427:53:4:5:1:0:1:0:0:0:0:1:0:0,5:308:63:2:5:2:0:0:1:0:0:0:0:0:0,
