10:00:00 (C),,1:784:145:5:22:20:0:3:1:0:0:0:0:0:0,2:822:158:3:21:7:0:4:0:0:0:0:1:0:0,2:608:69:3:17:5:2:0:1:0:0:0:0:0:0,4:740:123:3:22:16:1:3:0:0:0:0:0:0:0,
11:00:00 (C),,1:799:142:3:24:5:0:2:1:0:0:0:0:0:0,1:804:135:2:30:7:1:3:0:0:0:0:0:0:0,5:547:92:0:16:8:1:2:0:0:0:0:1:0:0,3:796:151:5:29:6:0:3:0:0:0:0:0:0:0,
12:00:00 (C),,7:927:149:2:34:3:2:1:0:0:0:0:0:0:0,3:875:132:3:19:8:1:3:1:0:0:0:0:0:0,6:877:155:5:34:5:0:2:0:1:0:0:0:0:0,3:891:144:3:30:6:0:1:0:1:0:0:0:0:0,
13:00:00 (C),,3:873:155:4:29:6:0:2:1:0:0:0:0:0:0,2:857:147:2:20:4:3:2:1:0:0:0:0:0:0,4:830:135:5:29:4:1:3:1:0:0:0:0:0:0,5:918:154:1:26:5:2:1:0:0:0:0:0:0:0,
14:00:00 (C),,5:960:128:4:30:4:0:2:2:1:0:0:0:0:0,3:1172:132:2:22:7:1:3:1:0:0:0:0:0:0,6:850:149:3:25:9:0:0:0:0:0:0:0:0:0,1:1007:143:2:29:5:1:0:1:1:0:0:0:0:0,
15:00:00 (C),7:1154:160:4:26:4:0:2:1:0:0:0:0:0:0,3:1184:182:4:28:4:1:2:0:0:0:0:0:0:0,,6:1006:170:2:39:6:1:1:0:0:0:0:0:0:0,2:1135:189:2:29:4:1:5:0:0:0:0:0:0:0,
16:00:00 (C),1:1164:149:5:16:5:1:3:0:0:0:0:0:0:0,0:1253:162:3:13:4:1:2:0:0:0:0:1:0:0,,5:1089:175:3:29:6:1:3:0:0:0:0:1:0:0,4:1067:170:0:26:10:0:0:0:0:0:0:0:0:0,
17:00:00 (C),5:1358:125:1:22:2:1:0:0:0:0:0:0:0:0,4:1465:130:1:15:4:1:2:1:0:0:0:1:0:0,,1:1223:200:3:18:3:1:1:0:0:0:0:0:0:0,7:1228:186:1:11:2:0:1:0:0:0:0:0:0:0,
18:00:00 (C),2:1292:95:0:9:1:0:1:0:0:0:0:0:0:0,3:1277:92:0:14:2:1:1:0:0:0:0:0:0:0,,2:1138:162:1:17:6:1:0:0:0:0:0:0:0:0,2:1117:157:0:21:4:0:0:0:0:0:0:0:0:0,
19:00:00(C),1:1002:93:0:12:5:1:4:0:0:0:0:0:0:0,6:1203:106:1:8:1:1:1:0:0:0:0:0:0:0,,3:932:99:0:8:7:1:0:0:0:0:0:0:0:0,1:898:123:0:16:5:0:0:0:1:0:0:0:0:0,
20:00:00 (C),3:667:56:0:2:0:1:0:0:0:0:0:0:0:0,3:1132:94:0:4:4:3:1:0:0:0:0:0:0:0,,1:732:91:1:1:7:0:0:0:0:0:0:0:0:0,3:631:100:1:5:0:0:1:1:0:0:0:0:0:0,
21:00:00 (C),0:514:59:0:7:2:0:0:0:0:0:0:0:0:0,3:783:70:0:3:4:0:0:0:0:0:0:0:0:0,,1:596:77:1:9:1:0:0:0:0:0:0:0:0:0,0:540:81:0:7:0:0:0:0:0:0:0:0:0:0,
22:00:00 (C),0:372:47:2:7:0:0:0:0:0:0:0:0:0:0,1:500:43:0:3:3:0:0:0:0:0:0:0:0:0,,2:417:45:0:3:1:0:0:0:0:0:0:0:0:0,2:463:63:1:7:0:0:0:0:0:0:0:0:0:0,
23:00:00 (C),3:272:33:0:3:0:0:0:0:0:0:0:0:0:0,2:331:42:0:6:0:0:0:0:0:0:0:0:0:0,,2:300:46:0:4:5:0:0:0:0:0:0:0:0:0,1:223:44:0:4:1:0:0:0:0:0:0:0:0:0,
