Point: ,121-6208,,
Location: ,"33.7602, -84.412651",,
Road-Type: ,Local,,
Day: ,Tue,Wed,Thu
Date:,2023-12-05,2023-12-06,2023-12-07
0:00:00 (V),,19,16
1:00:00 (V),,13,13
2:00:00 (V),,28,9
3:00:00 (V),,14,17
4:00:00 (V),,11,10
5:00:00 (V),,16,22
6:00:00 (V),,43,35
7:00:00 (V),,111,116
8:00:00 (V),,126,100
9:00:00 (V),,100,79
10:00:00 (V),,109,67
11:00:00 (V),,87,81
12:00:00 (V),,108,116
13:00:00 (V),,104,115
14:00:00 (V),,185,177
15:00:00 (V),,168,176
16:00:00 (V),,181,150
17:00:00 (V),,222,195
18:00:00 (V),,149,133
19:00:00(V),,122,112
20:00:00 (V),75,64,
21:00:00 (V),77,64,
22:00:00 (V),50,62,
23:00:00 (V),40,22,
,,,
12:00:00 (C),,0:16:2:0:1:0:0:0:0:0:0:0:0:0:0,0:16:0:0:0:0:0:0:0:0:0:0:0:0:0
1:00:00 (C),,0:12:1:0:0:0:0:0:0:0:0:0:0:0:0,1:11:1:0:0:0:0:0:0:0:0:0:0:0:0
2:00:00 (C),,0:27:1:0:0:0:0:0:0:0:0:0:0:0:0,0:9:0:0:0:0:0:0:0:0:0:0:0:0:0
3:00:00 (C),,0:14:0:0:0:0:0:0:0:0:0:0:0:0:0,0:16:1:0:0:0:0:0:0:0:0:0:0:0:0
4:00:00 (C),,0:11:0:0:0:0:0:0:0:0:0:0:0:0:0,0:10:0:0:0:0:0:0:0:0:0:0:0:0:0
5:00:00 (C),,0:16:0:0:0:0:0:0:0:0:0:0:0:0:0,0:21:0:0:1:0:0:0:0:0:0:0:0:0:0
6:00:00 (C),,0:38:3:0:1:0:0:0:1:0:0:0:0:0:0,0:32:2:0:1:0:0:0:0:0:0:0:0:0:0
7:00:00 (C),,1:94:10:4:1:0:0:1:0:0:0:0:0:0:0,1:98:10:3:2:1:0:1:0:0:0:0:0:0:0
8:00:00 (C),,0:113:9:2:1:1:0:0:0:0:0:0:0:0:0,0:86:11:1:0:2:0:0:0:0:0:0:0:0:0
9:00:00 (C),,0:87:12:0:1:0:0:0:0:0:0:0:0:0:0,0:66:10:0:0:3:0:0:0:0:0:0:0:0:0
10:00:00 (C),,0:87:20:0:0:2:0:0:0:0:0:0:0:0:0,1:55:9:1:0:1:0:0:0:0:0:0:0:0:0
11:00:00 (C),,0:77:8:1:1:0:0:0:0:0:0:0:0:0:0,0:73:6:0:2:0:0:0:0:0:0:0:0:0:0
12:00:00 (C),,3:92:12:0:1:0:0:0:0:0:0:0:0:0:0,0:97:17:0:2:0:0:0:0:0:0:0:0:0:0
13:00:00 (C),,0:92:10:0:2:0:0:0:0:0:0:0:0:0:0,0:101:11:1:2:0:0:0:0:0:0:0:0:0:0
14:00:00 (C),,1:163:15:1:4:1:0:0:0:0:0:0:0:0:0,1:157:15:1:2:1:0:0:0:0:0:0:0:0:0
15:00:00 (C),,0:144:18:0:4:1:0:1:0:0:0:0:0:0:0,0:158:16:0:2:0:0:0:0:0:0:0:0:0:0
16:00:00 (C),,2:158:17:1:3:0:0:0:0:0:0:0:0:0:0,1:125:19:3:2:0:0:0:0:0:0:0:0:0:0
17:00:00 (C),,0:203:16:0:1:2:0:0:0:0:0:0:0:0:0,0:188:5:0:1:1:0:0:0:0:0:0:0:0:0
18:00:00 (C),,0:138:9:1:0:0:0:1:0:0:0:0:0:0:0,0:118:12:0:1:1:0:1:0:0:0:0:0:0:0
19:00:00(C),,1:115:5:0:1:0:0:0:0:0:0:0:0:0:0,1:104:7:0:0:0:0:0:0:0:0:0:0:0:0
20:00:00 (C),0:70:4:1:0:0:0:0:0:0:0:0:0:0:0,1:60:2:0:0:1:0:0:0:0:0:0:0:0:0,
21:00:00 (C),0:75:0:0:0:2:0:0:0:0:0:0:0:0:0,0:62:1:0:1:0:0:0:0:0:0:0:0:0:0,
22:00:00 (C),0:47:3:0:0:0:0:0:0:0:0:0:0:0:0,0:59:3:0:0:0:0:0:0:0:0:0:0:0:0,
23:00:00 (C),0:38:2:0:0:0:0:0:0:0:0:0:0:0:0,0:20:1:0:0:1:0:0:0:0:0:0:0:0:0,
