OID,RouteId,BeginPoint,EndPoint,LANE_WIDTHVn,LANE_WIDTHVt,LANE_WIDTHVd,LANE_WIDTHComments,Shape_Length
-1,1000100000500INC,155.634500000000003,156.763499999999993,12.000000000000000,,,GA1110125-01,0.017271508769298
-1,1115200063800INC,5.765000000000000,7.533400000000000,10.000000000000000,,,GA1150207-01,0.030377858372360
-1,1000100002600INC,268.393399999999986,268.778200000000027,12.000000000000000,,,GA0510294-01,0.006549674664811
-1,1083100040600INC,0.000000000000000,4.327600000000000,12.000000000000000,,,GA0830192-01,0.064593206999493
-1,1127200041500INC,2.555400000000000,5.019900000000000,10.000000000000000,,,GA1270000-02,0.037408506530473
-1,1135200327300INC,2.519300000000000,2.599300000000000,10.000000000000000,,,GA1350409-01,0.001214269621355
-1,1013200026011INC,0.080400000000000,0.299300000000000,10.000000000000000,,,GA0130318-01,0.003765065550576
-1,1000100007200INC,41.026000000000003,45.605499999999999,12.000000000000000,,,GA1050194-01,0.078326609919217
-1,1051200150607INC,0.720000000000000,1.119300000000000,10.000000000000000,,,GA0510181-01,0.005905626630945
-1,1000100040100INC,4.775000000000000,10.578099999999999,12.000000000000000,,,GA1850231-01,0.088157237223562
-1,1179200092605INC,0.680300000000000,0.740200000000000,10.000000000000000,,,GA1790081-01,0.000891390819685
-1,1029200009000INC,7.425500000000000,7.448100000000000,10.000000000000000,,,GA0290227-01,0.000384181687167
-1,1000100014100INC,0.492400000000000,0.492500000000000,11.000000000000000,,,GA1215350-01,0.000001703603754
-1,1000100001900INC,76.506600000000006,79.769300000000001,11.000000000000000,,,GA1750032-01,0.054898514554624
-1,1000100009000INC,57.314799999999998,59.399900000000002,12.000000000000000,,,GA2870143-01,0.030652947604101
-1,1000100000700INC,70.364000000000004,70.463499999999996,12.000000000000000,,,GA2770114-01,0.001475000266013
-1,1115200145409INC,3.887100000000000,4.684300000000000,10.000000000000000,,,GA1150499-02,0.012705834377134
-1,1000100005300INC,14.121100000000000,14.130300000000000,12.000000000000000,,,GA1150096-03,0.000158468497752
-1,1089100041000INC,1.999700000000000,2.140900000000000,14.000000000000000,,,GA0893385-01,0.002348557668667
-1,1000100003900INC,0.000000000000000,2.268400000000000,12.000000000000000,,,GA2530101-01,0.034507851534692
-1,10511000404SPINC,2.612000000000000,3.070500000000000,14.000000000000000,,,GA0510169-02,0.007059627212560
-1,1000100020400INC,26.793199999999999,27.772900000000000,12.000000000000000,,,GA0510325-01,0.016487206498908
-1,1151200002800INC,1.586000000000000,1.796200000000000,10.000000000000000,,,GA1517402-01,0.003448538970794
-1,1013200066611INC,0.694800000000000,1.152900000000000,10.000000000000000,,,GA0130314-01,0.007191802738558
-1,1000100010500INC,12.911400000000000,13.692399999999999,12.000000000000000,,,GA1370198-01,0.011995213870158
-1,1215200142500INC,0.000000000000000,0.498400000000000,10.000000000000000,,,GA2150617-01,0.008412890132217
-1,1000100001700INC,0.000000000000000,0.327900000000000,12.000000000000000,,,GA0511155-01,0.005486814093468
-1,11071000004BUINC,3.604600000000000,4.088700000000000,14.000000000000000,,,GA1070025-01,0.007498066471297
-1,1000100002000INC,98.863699999999994,98.979399999999998,12.000000000000000,,,GA1350118-01,0.001888913867298
-1,1073200057600INC,2.875400000000000,3.343900000000000,10.000000000000000,,,GA0730252-01,0.006848442457055
-1,1000100007400INC,107.473100000000002,107.715999999999994,12.000000000000000,,,GA0210543-01,0.004175731658471
-1,1059200047800INC,3.859800000000000,4.187000000000000,10.000000000000000,,,GA0590181-01,0.004872205592299
-1,1185200154413INC,0.474400000000000,0.504800000000000,10.000000000000000,,,GA1850297-01,0.000455351682844
-1,1000100002700INC,252.239299999999986,252.475500000000011,12.000000000000000,,,GA1270238-02,0.003466468086241
-1,1000100001000INC,81.534800000000004,82.061800000000005,12.000000000000000,,,GA2210109-01,0.009059541842443
-1,1121200355403INC,0.000000000000000,0.248600000000000,10.000000000000000,,,GA1217265-01,0.003607883509075
-1,1000100000200INC,144.958699999999993,146.144200000000012,12.000000000000000,,,GA2810127-01,0.019552541664349
-1,1000100006000INC,12.562900000000001,12.664199999999999,14.000000000000000,,,GA1390303-02,0.001727638044957
-1,1009200057403INC,0.000000000000000,0.030000000000000,10.000000000000000,,,GA0090407-01,0.000513313166788
-1,1051200089507INC,0.079400000000000,0.107100000000000,10.000000000000000,,,GA0510792-01,0.000409737336502
-1,1000100040000INC,0.371100000000000,0.698100000000000,12.000000000000000,,,GA1219999-01,0.004810912948158
-1,1171200092105INC,0.186800000000000,0.364100000000000,10.000000000000000,,,GA1717436-01,0.002576511207631
-1,1021200007300INC,1.660000000000000,1.780700000000000,10.000000000000000,,,GA0210641-01,0.001752957971428
-1,1000100013600INC,27.987500000000001,28.085400000000000,12.000000000000000,,,GA2950085-02,0.001690975422918
-1,1215200288300INC,0.019800000000000,0.069400000000000,10.000000000000000,,,GA2150514-01,0.000849297978404
-1,1000100040300INC,34.773200000000003,35.222000000000001,12.000000000000000,,,GA0770153-02,0.006523373451067
-1,1000100008900INC,36.780400000000000,37.565399999999997,12.000000000000000,,,GA0650138-01,0.012562991355995
-1,1000100000300INC,107.514600000000002,107.596000000000004,10.000000000000000,,,GA2610005-01,0.001183761075234
-1,1115200069009INC,1.287100000000000,1.406400000000000,10.000000000000000,,,GA1150418-01,0.002079781109107
-1,1000100002600INC,247.971599999999995,248.616600000000005,12.000000000000000,,,GA0510125-01,0.010435188021572
-1,1083100005800INC,20.800799999999999,21.994100000000000,12.000000000000000,,,GA0830127-01,0.019325885482318
-1,1000100003800INC,34.073300000000003,35.000000000000000,12.000000000000000,,,GA0870154-01,0.015288426600235
-1,1127200040701INC,0.362800000000000,0.853900000000000,10.000000000000000,,,GA1270645-01,0.008191906007866
-1,1000100017700INC,27.838300000000000,29.420300000000001,12.000000000000000,,,GA2990136-01,0.023610101751300
-1,1139200071307INC,0.210700000000000,0.508700000000000,10.000000000000000,,,GA1390598-01,0.004589511999567
-1,1000100042200INC,17.761199999999999,18.794200000000000,12.000000000000000,,,GA0590599-01,0.015655089194467
-1,1215200121100INC,0.553700000000000,0.903300000000000,10.000000000000000,,,GA2150441-01,0.005075144739294
-1,1000100001700INC,201.634600000000006,205.290799999999990,12.000000000000000,,,GA1050132-01,0.060384827594542
