OID,RouteId,BeginPoint,EndPoint,SHOULDER_WIDTH_RVn,SHOULDER_WIDTH_RVt,SHOULDER_WIDTH_RVd,SHOULDER_WIDTH_RComments,Shape_Length
-1,1000100000100INC,356.081399999999974,356.129799999999989,1.000000000000000,,,GA2950047-01,0.000718778242835
-1,1000100004900INC,98.717100000000002,99.933499999999995,4.000000000000000,,,GA1690162-01,0.019045612981294
-1,1000100001700INC,0.499900000000000,0.506300000000000,8.000000000000000,,,GA0511155-02,0.000108351339445
-1,1000100000900INC,10.820200000000000,10.839900000000000,0.000000000000000,,,GA1215118-01,0.000286046665903
-1,1000100003800INC,232.402899999999988,232.462999999999994,10.000000000000000,,,GA1830114-01,0.000983136838922
-1,1000100001300INC,41.430399999999999,41.430900000000001,15.000000000000000,,,GA1390174-01,0.000008498828414
-1,1000100002400INC,183.926299999999998,183.962899999999991,8.000000000000000,,,GA2370131-01,0.000534887525101
-1,1000100003100INC,122.918000000000006,123.012699999999995,12.000000000000000,,,GA0910154-01,0.001395875022066
-1,1000100001700INC,187.147300000000001,187.163099999999986,2.000000000000000,,,GA1050103-01,0.000232854324117
-1,1000100006100INC,51.712400000000002,51.907400000000003,5.000000000000000,,,GA0150178-01,0.003010545836585
-1,1000100000100INC,153.918000000000006,153.943999999999988,1.000000000000000,,,GA2150180-02,0.000390435679374
-1,1000100001500INC,338.390899999999988,338.398900000000026,5.000000000000000,,,GA2410043-01,0.000117079474549
-1,1000100001500INC,269.771599999999978,269.771700000000010,11.000000000000000,,,GA1570147-01,0.000001469098396
-1,1000100003500INC,30.615200000000002,31.419000000000000,5.000000000000000,,,GA2750081-01,0.012056102287179
-1,1000100001700INC,192.020999999999987,192.127199999999988,2.000000000000000,,,GA1050107-01,0.001652347584318
-1,1000100001100INC,313.769799999999975,314.295700000000011,20.000000000000000,,,GA1390767-01,0.008250235915009
-1,1000100002300INC,89.379599999999996,89.529200000000003,3.000000000000000,,,GA3050009-01,0.002266970287915
-1,1000100003000INC,125.344999999999999,125.415999999999997,8.000000000000000,,,GA2090114-01,0.001211585895604
-1,1000100001700INC,172.602200000000011,172.602800000000002,4.000000000000000,,,GA3170132-01,0.000008960896941
-1,1000100002500INC,98.417000000000002,98.665800000000004,15.000000000000000,,,GA0290101-01,0.003931607568416
-1,1000100002800INC,5.350600000000000,5.352000000000000,10.000000000000000,,,GA2450721-01,0.000024022579923
-1,1000100002000INC,46.846899999999998,46.874699999999997,10.000000000000000,,,GA0150145-02,0.000485320584343
-1,1000100007400INC,3.826500000000000,4.147100000000000,10.000000000000000,,,GA1130131-01,0.004663215013704
-1,1000100002400INC,197.551400000000001,197.595200000000006,1.000000000000000,,,GA2110141-01,0.000644836991247
-1,1000100000300INC,320.305799999999977,320.311800000000005,3.000000000000000,,,GA3130629-01,0.000095783539368
-1,1000100002700INC,228.807799999999986,228.829800000000006,8.000000000000000,,,GA3050043-01,0.000347134206410
-1,1000100001700INC,170.394000000000005,170.424599999999998,4.000000000000000,,,GA3170132-01,0.000446894863847
-1,1000100000200INC,46.335000000000001,46.340000000000003,9.000000000000000,,,GA2130209-01,0.000073596916146
-1,1000100005300INC,25.090199999999999,25.212299999999999,20.000000000000000,,,GA1150112-02,0.002121571238734
-1,1000100000700INC,26.719500000000000,27.408400000000000,10.000000000000000,,,GA1850075-02,0.011379579636877
-1,1000100001700INC,3.736100000000000,3.753200000000000,5.000000000000000,,,GA0510111-01,0.000291658849570
-1,1000100000900INC,86.066999999999993,86.078500000000005,6.000000000000000,,,GA1870027-01,0.000185836958654
-1,1000100003800INC,234.443000000000012,234.491899999999987,10.000000000000000,,,GA1830114-01,0.000798952626673
-1,1000100002500INC,114.200000000000003,114.218900000000005,8.000000000000000,,,GA0510198-01,0.000320911872087
-1,1000100003000INC,15.212899999999999,16.207899999999999,2.000000000000000,,,GA2610074-01,0.016323450542939
-1,1000100002000INC,101.670800000000000,101.711100000000002,2.000000000000000,,,GA1350123-01,0.000590563080798
-1,1000100002400INC,221.128099999999989,221.140099999999990,10.000000000000000,,,GA2190266-01,0.000181645779989
-1,1000100007200INC,21.012899999999998,21.296099999999999,9.000000000000000,,,GA1050178-01,0.004851867811967
-1,1000100005400INC,59.322099999999999,59.345100000000002,1.000000000000000,,,GA0631081-01,0.000337609309531
-1,1000100001700INC,167.832400000000007,167.881900000000002,4.000000000000000,,,GA3170132-01,0.000749272759017
-1,1000100001000INC,155.204399999999993,155.205099999999987,6.000000000000000,,,GA2450045-02,0.000011451635315
-1,1000100000100INC,354.932500000000005,354.935900000000004,6.000000000000000,,,GA2950041-01,0.000054803070907
-1,1000100004400INC,37.089500000000001,37.099600000000002,5.000000000000000,,,GA1330121-01,0.000148671742019
-1,1000100001700INC,0.137500000000000,0.156800000000000,8.000000000000000,,,GA0511155-01,0.000328830981197
-1,1000100000800INC,135.214599999999990,135.266300000000001,10.000000000000000,,,GA0590025-01,0.000812173183038
-1,1000100003800INC,220.503700000000009,220.535599999999988,10.000000000000000,,,GA3050098-03,0.000501209551036
-1,1000100001300INC,14.912400000000000,14.992500000000000,1.000000000000000,,,GA1356074-01,0.001271923962911
-1,1000100002400INC,162.018799999999999,162.093999999999994,10.000000000000000,,,GA0090167-02,0.001115335499329
-1,1000100003100INC,120.872900000000001,120.873000000000005,5.000000000000000,,,GA0910154-01,0.000001459300215
-1,1000100001700INC,186.387400000000014,186.396899999999988,2.000000000000000,,,GA1050103-01,0.000155129446037
-1,1000100002500INC,126.212599999999995,126.342699999999994,1.000000000000000,,,GA0510245-01,0.001905451559535
-1,1000100006000INC,28.342099999999999,28.342600000000001,10.000000000000000,,,GA1390325-01,0.000007651512059
-1,1000100000300INC,326.384299999999996,326.443199999999990,20.000000000000000,,,GA3130623-01,0.000856893654863
-1,1000100000100INC,147.393499999999989,147.394499999999994,1.000000000000000,,,GA2150205-01,0.000014518689907
-1,1000100001500INC,326.859600000000000,326.873400000000004,5.000000000000000,,,GA2410025-01,0.000227592876583
-1,1000100000300INC,51.091700000000003,51.093000000000004,20.000000000000000,,,GA2050263-02,0.000019038207561
-1,1000100002600INC,127.262100000000004,127.274600000000007,1.000000000000000,,,GA1750061-01,0.000208767869201
-1,1000100001500INC,252.255699999999990,252.268900000000002,4.000000000000000,,,GA2190116-02,0.000210795843159
-1,1000100003400INC,36.890999999999998,39.648299999999999,8.000000000000000,,,GA0770252-01,0.047204824232294
-1,1000100001700INC,188.812999999999988,188.813199999999995,2.000000000000000,,,GA1050107-01,0.000003282916985
-1,1000100001100INC,182.180399999999992,182.250799999999998,1.000000000000000,,,GA0210658-01,0.001156592652305
-1,1000100002200INC,43.842700000000001,43.994999999999997,10.000000000000000,,,GA2630015-01,0.002610670132228
-1,1000100000800INC,78.975499999999997,80.113200000000006,1.000000000000000,,,GA1356003-01,0.018706432959576
-1,1000100003000INC,116.902100000000004,117.366000000000000,7.000000000000000,,,GA3090134-01,0.007834581052699
-1,1000100002100INC,0.171500000000000,0.221400000000000,1.000000000000000,,,GA0510143-01,0.000840578649655
-1,1000100002500INC,50.232999999999997,50.243000000000002,8.000000000000000,,,GA1270124-01,0.000145529648265
-1,1000100002800INC,0.139800000000000,0.149800000000000,10.000000000000000,,,GA2450554-01,0.000171791855022
-1,1000100001900INC,128.426700000000011,128.438799999999986,1.000000000000000,,,GA0210076-02,0.000196734235931
-1,1000100007300INC,69.394999999999996,69.680000000000007,6.000000000000000,,,GA2510132-01,0.004452346611827
-1,1000100006100INC,5.617300000000000,6.156000000000000,10.000000000000000,,,GA0450149-02,0.008190694007941
-1,10001000015ALINC,6.394400000000000,6.831500000000000,10.000000000000000,,,GA0590132-01,0.007299787565308
-1,1000100002700INC,131.815400000000011,131.825500000000005,10.000000000000000,,,GA0910445-01,0.000162866307286
-1,1000100001700INC,170.100999999999999,170.101300000000009,4.000000000000000,,,GA3170132-01,0.000004602814886
-1,1000100005000INC,21.911700000000000,22.521599999999999,2.000000000000000,,,GA2430134-01,0.009752776285081
-1,1000100001700INC,1.404700000000000,1.425400000000000,1.000000000000000,,,GA0511155-02,0.000351713741213
-1,1000100000900INC,83.509600000000006,83.516300000000001,3.000000000000000,,,GA1870025-01,0.000108112165448
-1,1000100003800INC,233.766300000000001,233.796199999999999,10.000000000000000,,,GA1830114-01,0.000488329028603
-1,1000100001400INC,18.907100000000000,18.987100000000002,1.000000000000000,,,GA2850101-01,0.001356752601731
-1,1000100002400INC,209.322800000000001,209.332300000000004,2.000000000000000,,,GA2110152-01,0.000153259959624
-1,1000100007200INC,3.023100000000000,3.053100000000000,8.000000000000000,,,GA1950118-01,0.000508954840480
-1,1000100005300INC,123.216399999999993,123.230800000000002,1.000000000000000,,,GA1390276-01,0.000248220298411
-1,1000100000100INC,236.720200000000006,236.870499999999993,1.000000000000000,,,GA0450014-01,0.002182465746853
-1,1000100001700INC,8.539300000000001,8.579400000000000,5.000000000000000,,,GA0510111-02,0.000582318044293
-1,1000100001000INC,68.572599999999994,68.708600000000004,1.000000000000000,,,GA0590058-01,0.002253125398191
-1,1000100000100INC,291.138300000000015,291.603299999999990,6.000000000000000,,,GA1150025-01,0.006822785835062
-1,1000100004400INC,36.366700000000002,36.533700000000003,5.000000000000000,,,GA1330121-01,0.002602114125925
-1,1000100001600INC,77.724100000000007,77.762000000000000,6.000000000000000,,,GA2550371-01,0.000642695559685
-1,1000100001500INC,277.829499999999996,277.879500000000007,8.000000000000000,,,GA1570141-01,0.000761117555745
-1,1000100003800INC,36.943300000000001,37.244700000000002,20.000000000000000,,,GA0870156-01,0.005011695724703
-1,1000100000300INC,218.737400000000008,219.433799999999991,3.000000000000000,,,GA0631045-01,0.010944925944661
-1,1000100001300INC,2.283000000000000,2.322000000000000,12.000000000000000,,,GA1215530-01,0.000642683468758
-1,1000100002400INC,147.862899999999996,147.863599999999991,8.000000000000000,,,GA0090152-01,0.000010841332109
-1,1000100003100INC,20.214400000000001,20.983799999999999,9.000000000000000,,,GA1850111-01,0.012174769770431
-1,1000100001700INC,185.777500000000003,185.787100000000009,2.000000000000000,,,GA1050103-01,0.000139444029705
-1,1000100002500INC,107.812100000000001,107.851799999999997,10.000000000000000,,,GA0510192-01,0.000621437092428
-1,1000100002900INC,50.386899999999997,50.575000000000003,1.000000000000000,,,GA1750092-01,0.002737171505936
-1,1000100002000INC,98.069900000000004,98.108000000000004,2.000000000000000,,,GA1350114-01,0.000663280937573
-1,1000100000300INC,325.724499999999978,325.832600000000014,20.000000000000000,,,GA3130623-01,0.001588599004298
-1,1000100000100INC,19.873799999999999,20.401000000000000,12.000000000000000,,,GA0870123-01,0.007900153050078
-1,1000100002700INC,262.519099999999980,262.561699999999973,8.000000000000000,,,GA1270203-01,0.000618770370399
-1,1000100001500INC,326.824000000000012,326.828899999999976,5.000000000000000,,,GA2410025-01,0.000082409671604
-1,1000100000200INC,139.910200000000003,139.997999999999990,8.000000000000000,,,GA2810125-01,0.001533092570075
-1,1000100005300INC,119.239599999999996,119.242900000000006,10.000000000000000,,,GA1390267-01,0.000052415383253
-1,1000100001700INC,7.385900000000000,7.694500000000000,5.000000000000000,,,GA0510111-02,0.005240773249415
-1,1000100000400INC,6.537000000000000,6.538000000000000,8.000000000000000,,,GA0490109-01,0.000014553040633
-1,1000100002100INC,28.577000000000002,28.594899999999999,10.000000000000000,,,GA1030139-01,0.000305536924735
-1,1000100003000INC,75.507099999999994,76.817099999999996,2.000000000000000,,,GA3150132-01,0.021843816819851
-1,1000100002000INC,112.743799999999993,112.853399999999993,2.000000000000000,,,GA1350149-01,0.001693929774861
-1,1000100002500INC,45.508299999999998,45.528500000000001,1.000000000000000,,,GA1270121-01,0.000294623985861
-1,1000100001700INC,210.016300000000001,210.055499999999995,2.000000000000000,,,GA1470147-01,0.000634187913197
-1,1000100007300INC,39.263700000000000,39.769599999999997,8.000000000000000,,,GA0318051-01,0.008241666056207
-1,1000100006000INC,19.140200000000000,19.200099999999999,16.000000000000000,,,GA1390316-01,0.000918636073987
-1,1000100001500INC,339.247400000000027,339.255899999999997,5.000000000000000,,,GA2410043-02,0.000124194897785
-1,1000100000300INC,174.578800000000001,174.814400000000006,8.000000000000000,,,GA2930031-01,0.003516091250378
-1,1000100002600INC,256.981899999999996,257.221200000000010,1.000000000000000,,,GA0510283-01,0.003931110532605
-1,1000100001700INC,168.959399999999988,168.994699999999995,4.000000000000000,,,GA3170132-01,0.000542817957851
-1,1000100000200INC,7.150000000000000,7.969700000000000,9.000000000000000,,,GA0470018-02,0.014131332337605
-1,1000100004700INC,56.661000000000001,56.667000000000002,10.000000000000000,,,GA0730189-01,0.000094641947465
-1,1000100000600INC,71.950000000000003,71.954800000000006,6.000000000000000,,,GA1215193-02,0.000081140313338
-1,1000100001700INC,0.221600000000000,0.250900000000000,8.000000000000000,,,GA0511155-01,0.000496399946335
-1,1000100000900INC,10.609900000000000,10.820200000000000,0.000000000000000,,,GA1215118-01,0.003053846966750
-1,1000100003800INC,231.572599999999994,231.615199999999987,6.000000000000000,,,GA1830114-01,0.000695781855152
-1,1000100001300INC,41.067100000000003,41.076500000000003,15.000000000000000,,,GA1390174-01,0.000161495555540
-1,1000100003200INC,0.000000000000000,0.076400000000000,1.000000000000000,,,GA2730118-01,0.001298087973919
-1,1000100001700INC,187.543299999999988,187.583599999999990,2.000000000000000,,,GA1050103-01,0.000594069512763
-1,1000100002400INC,208.685499999999990,208.700799999999987,2.000000000000000,,,GA2110152-01,0.000222434934904
-1,1000100006700INC,5.021600000000000,5.626000000000000,8.000000000000000,,,GA0290143-01,0.009902835535965
-1,1000100000100INC,200.361999999999995,200.509099999999989,1.000000000000000,,,GA2850043-01,0.002317083895958
-1,1000100000700INC,70.179800000000000,70.364000000000004,1.000000000000000,,,GA2770114-01,0.002717791475735
-1,1000100001600INC,18.329100000000000,18.690700000000000,2.000000000000000,,,GA0450132-01,0.005708281409273
-1,1000100001500INC,275.735000000000014,275.791899999999998,8.000000000000000,,,GA1570141-01,0.000843494611140
-1,1000100003700INC,89.665000000000006,89.688999999999993,6.000000000000000,,,GA0710042-01,0.000385035053419
-1,1000100001700INC,207.155100000000004,207.224299999999999,2.000000000000000,,,GA1050136-01,0.001049358822181
-1,1000100001300INC,1.919400000000000,1.975000000000000,12.000000000000000,,,GA1215530-01,0.000954595060062
-1,1000100002400INC,67.119600000000005,67.153700000000001,10.000000000000000,,,GA0330135-01,0.000571872907919
-1,1000100003000INC,143.385700000000014,144.201799999999992,1.000000000000000,,,GA2790045-01,0.013909153593708
-1,1000100001700INC,184.878099999999989,184.979800000000012,2.000000000000000,,,GA1050103-01,0.001494783160723
-1,1000100000600INC,10.366700000000000,10.396500000000000,14.000000000000000,,,GA2330160-01,0.000516298727872
-1,1000100002500INC,107.591899999999995,107.641700000000000,10.000000000000000,,,GA0510192-01,0.000778141455859
-1,1000100002800INC,7.944800000000000,7.972800000000000,1.000000000000000,,,GA2450089-01,0.000431483508490
-1,1000100002000INC,91.873500000000007,92.185699999999997,1.000000000000000,,,GA1350105-01,0.004974292849608
-1,1000100007400INC,104.960800000000006,105.415099999999995,3.000000000000000,,,GA0210196-01,0.007602512263606
-1,1000100000100INC,18.626899999999999,18.628399999999999,8.000000000000000,,,GA0870118-01,0.000025076573195
-1,1000100002700INC,255.966199999999986,256.405199999999979,1.000000000000000,,,GA1270234-01,0.006822758578495
-1,1000100001700INC,172.290099999999995,172.440300000000008,4.000000000000000,,,GA3170132-01,0.002247108643151
-1,1000100005300INC,70.943700000000007,71.155699999999996,10.000000000000000,,,GA2270132-01,0.003657371270212
-1,1000100001700INC,4.405900000000000,4.476200000000000,5.000000000000000,,,GA0510111-01,0.001199509824753
-1,1000100001000INC,40.487099999999998,40.684800000000003,5.000000000000000,,,GA2970018-01,0.003404290859945
-1,1000100003900INC,81.924000000000007,82.970500000000001,8.000000000000000,,,GA2390112-01,0.015591088535728
-1,1000100002100INC,9.935499999999999,9.945700000000000,12.000000000000000,,,GA0510116-01,0.000151223184216
-1,1000100003000INC,32.718100000000000,32.719999999999999,4.000000000000000,,,GA2610085-02,0.000028995871573
-1,1000100002000INC,107.099500000000006,107.109600000000000,2.000000000000000,,,GA1350127-01,0.000148283454034
-1,1000100002500INC,44.699399999999997,44.748800000000003,1.000000000000000,,,GA1270118-01,0.000732715239117
-1,1000100001700INC,209.569600000000008,209.620100000000008,2.000000000000000,,,GA1470147-01,0.000818473908602
-1,1000100007200INC,24.269600000000001,26.003499999999999,9.000000000000000,,,GA1050178-01,0.027875047723459
-1,1000100005900INC,0.235400000000000,0.235600000000000,5.000000000000000,,,GA1570133-02,0.000002949687378
-1,1000100000300INC,131.253700000000009,132.226400000000012,6.000000000000000,,,GA2690101-01,0.014258605872568
-1,1000100002600INC,252.628299999999996,252.816200000000009,8.000000000000000,,,GA0510207-01,0.003192669932756
-1,1000100001700INC,167.787100000000009,167.832400000000007,4.000000000000000,,,GA3170132-01,0.000687084039373
-1,1000100001100INC,176.623600000000010,176.788700000000006,10.000000000000000,,,GA0210012-01,0.002409954364357
-1,10001000001BUINC,2.541400000000000,2.651100000000000,3.000000000000000,,,GA1430227-01,0.001674512467681
-1,1000100004500INC,44.264699999999998,44.624699999999997,10.000000000000000,,,GA0370052-01,0.005301694448581
-1,1000100001600INC,79.022300000000001,79.249799999999993,6.000000000000000,,,GA2550371-01,0.003925388374000
-1,1000100000800INC,108.487799999999993,108.863000000000000,1.000000000000000,,,GA0130023-01,0.006305685302817
-1,1000100003800INC,231.360899999999987,231.377399999999994,6.000000000000000,,,GA1830114-01,0.000269418000167
-1,1000100001300INC,35.776899999999998,35.796799999999998,1.000000000000000,,,GA1390165-01,0.000313241203527
-1,1000100002400INC,174.206199999999995,174.331700000000012,20.000000000000000,,,GA2370121-01,0.001860903023144
-1,1000100003100INC,57.109999999999999,57.154100000000000,6.000000000000000,,,GA0030109-01,0.000644859492343
-1,1000100001700INC,186.337400000000002,186.337899999999991,2.000000000000000,,,GA1050103-01,0.000008163975590
-1,1000100000600INC,45.025399999999998,45.055199999999999,6.000000000000000,,,GA2230127-01,0.000508647193584
-1,1000100006100INC,54.662799999999997,55.122999999999998,9.000000000000000,,,GA0150181-01,0.007270383843923
-1,1000100000800INC,24.661400000000000,25.261299999999999,1.000000000000000,,,GA0450098-01,0.010354470144007
-1,1000100000100INC,148.061399999999992,148.121399999999994,1.000000000000000,,,GA2150198-01,0.000871075422270
-1,1000100001500INC,327.374599999999987,327.377099999999984,5.000000000000000,,,GA2410025-01,0.000040594739728
-1,1000100000300INC,105.553600000000003,105.689499999999995,14.000000000000000,,,GA2610005-01,0.001976802294348
-1,1000100002600INC,248.679900000000004,248.752299999999991,1.000000000000000,,,GA0510236-01,0.001210829212002
-1,1000100001500INC,254.024000000000001,254.269100000000009,6.000000000000000,,,GA2190121-01,0.003573357777474
-1,1000100003500INC,45.844499999999996,46.193500000000000,6.000000000000000,,,GA0710010-01,0.005065747980553
-1,1000100001700INC,191.231999999999999,191.233200000000011,2.000000000000000,,,GA1050107-01,0.000017786929679
-1,1000100000300INC,199.762599999999992,199.772400000000005,10.000000000000000,,,GA2550033-01,0.000142550351396
-1,1000100000400INC,221.725099999999998,221.729299999999995,1.000000000000000,,,GA2450649-01,0.000062633895534
-1,1000100001100INC,263.176499999999976,263.177599999999984,1.000000000000000,,,GA2970081-01,0.000017107882226
-1,1000100002200INC,200.299599999999998,202.851200000000006,8.000000000000000,,,GA2210125-01,0.041216780117348
-1,1000100003000INC,135.302199999999999,135.619400000000013,5.000000000000000,,,GA2090123-01,0.005298262819491
-1,1000100001700INC,184.288499999999999,184.292599999999993,2.000000000000000,,,GA1050103-01,0.000060693734642
-1,1000100002500INC,98.167900000000003,98.313000000000002,15.000000000000000,,,GA0290101-01,0.002179004414674
-1,1000100002800INC,0.871700000000000,0.901100000000000,10.000000000000000,,,GA2450554-01,0.000436616155511
-1,1000100002000INC,61.225700000000003,61.252600000000001,2.000000000000000,,,GA0570048-01,0.000437468336737
-1,1000100007400INC,96.665199999999999,97.160700000000006,7.000000000000000,,,GA0210185-01,0.008510181816366
-1,1000100002400INC,194.407600000000002,194.488200000000006,15.000000000000000,,,GA2110136-01,0.001178628551701
-1,1000100000100INC,285.249199999999973,285.366899999999987,15.000000000000000,,,GA1150014-01,0.001742523928002
-1,1000100000700INC,149.079399999999993,149.374400000000009,1.000000000000000,,,GA1530025-01,0.004825553853519
-1,1000100002700INC,252.351599999999991,252.361400000000003,10.000000000000000,,,GA1270238-02,0.000144009866039
-1,1000100001700INC,170.931700000000006,170.994799999999998,4.000000000000000,,,GA3170132-01,0.000917455477742
-1,1000100005300INC,10.509200000000000,13.965500000000000,10.000000000000000,,,GA1150096-01,0.057087309543879
-1,1000100001700INC,2.714300000000000,2.792000000000000,5.000000000000000,,,GA0510103-01,0.001285373172379
-1,1000100001000INC,19.988499999999998,20.013000000000002,2.000000000000000,,,GA1350047-01,0.000421722167895
-1,1000100003800INC,234.275299999999987,234.286300000000011,10.000000000000000,,,GA1830114-01,0.000179433527387
-1,1000100000300INC,267.628100000000018,267.753600000000006,3.000000000000000,,,GA0670005-01,0.002146160147720
-1,1000100002900INC,92.076700000000002,92.079899999999995,15.000000000000000,,,GA0090418-01,0.000050464390109
-1,1000100002000INC,101.761099999999999,101.822199999999995,2.000000000000000,,,GA1350123-01,0.000895700662721
-1,1000100002500INC,17.919000000000000,17.937999999999999,10.000000000000000,,,GA0390123-01,0.000276990490478
-1,1000100007200INC,21.662900000000000,21.959399999999999,9.000000000000000,,,GA1050178-01,0.005156985696930
-1,1000100005500INC,10.076800000000000,10.077199999999999,6.000000000000000,,,GA0370067-01,0.000005834086761
-1,1000100001700INC,8.579400000000000,8.652200000000001,5.000000000000000,,,GA0510111-02,0.001058977497231
-1,1000100001000INC,64.456999999999994,64.623500000000007,3.000000000000000,,,GA0590036-01,0.002885572008225
-1,1000100000100INC,316.758600000000001,316.764400000000023,2.000000000000000,,,GA0550025-01,0.000084273316213
-1,1000100004200INC,109.022000000000006,109.031400000000005,1.000000000000000,,,GA1215235-01,0.000143470265725
-1,1000100001600INC,61.387700000000002,61.415100000000002,2.000000000000000,,,GA2550037-01,0.000467831245796
-1,1000100001500INC,277.510299999999972,277.748400000000004,8.000000000000000,,,GA1570141-01,0.003624109461010
-1,1000100003800INC,220.398200000000003,220.402299999999997,10.000000000000000,,,GA3050098-02,0.000066555797526
-1,1000100000300INC,229.359700000000004,229.532900000000012,1.000000000000000,,,GA1215035-01,0.002773405805287
-1,1000100001300INC,11.228500000000000,11.368900000000000,1.000000000000000,,,GA0893105-02,0.002206653901973
-1,1000100002400INC,160.736700000000013,161.134099999999989,17.000000000000000,,,GA0090167-02,0.006034739259421
-1,1000100003000INC,188.603100000000012,189.945699999999988,9.000000000000000,,,GA0290121-01,0.022884933469673
-1,1000100001700INC,185.935200000000009,185.936299999999989,2.000000000000000,,,GA1050103-01,0.000016377463950
-1,1000100000600INC,41.604100000000003,41.614199999999997,6.000000000000000,,,GA2230111-01,0.000175766779865
-1,1000100002600INC,127.016700000000000,127.063100000000006,1.000000000000000,,,GA1750061-01,0.000777776520886
-1,1000100002800INC,16.334499999999998,16.413599999999999,8.000000000000000,,,GA0730116-01,0.001190616500400
-1,1000100002000INC,97.968199999999996,97.968599999999995,2.000000000000000,,,GA1350114-01,0.000006856248318
-1,1000100000100INC,127.279200000000003,127.421000000000006,7.000000000000000,,,GA0530121-01,0.002059256280250
-1,1000100002700INC,264.080100000000016,264.091700000000003,6.000000000000000,,,GA1270187-01,0.000193591205501
-1,1000100001500INC,327.100700000000018,327.107100000000003,5.000000000000000,,,GA2410025-01,0.000109308672974
-1,1000100000300INC,69.997799999999998,69.998599999999996,12.000000000000000,,,GA0950065-01,0.000011624544064
-1,1000100002600INC,239.900499999999994,239.934100000000001,1.000000000000000,,,GA0510263-01,0.000563713808693
-1,1000100001500INC,113.766599999999997,113.927800000000005,4.000000000000000,,,GA2090101-01,0.002692561119668
-1,1000100003500INC,1.142000000000000,1.729600000000000,9.000000000000000,,,GA1310340-01,0.008656579532496
-1,1000100001700INC,188.306999999999988,188.311100000000010,2.000000000000000,,,GA1050107-01,0.000068232690359
-1,1000100002200INC,49.719999999999999,49.897300000000001,7.000000000000000,,,GA2630015-03,0.002974062763065
-1,1000100003000INC,110.731999999999999,111.558499999999995,5.000000000000000,,,GA3090127-01,0.013695340713529
-1,1000100002000INC,112.902699999999996,112.922600000000003,2.000000000000000,,,GA1350149-01,0.000307165197766
-1,1000100000600INC,9.996200000000000,10.101000000000001,14.000000000000000,,,GA2330160-01,0.001774252666102
-1,1000100002500INC,47.981900000000003,48.001399999999997,12.000000000000000,,,GA1270123-01,0.000283870478244
-1,1000100002800INC,0.691000000000000,0.741200000000000,10.000000000000000,,,GA2450554-01,0.000746866216587
-1,1000100001800INC,115.887900000000002,116.482399999999998,3.000000000000000,,,GA1690107-01,0.009382497640541
-1,1000100007400INC,2.727200000000000,2.937100000000000,10.000000000000000,,,GA1130131-01,0.003046428688652
-1,1000100006000INC,28.462000000000000,28.695200000000000,10.000000000000000,,,GA1870052-01,0.003687567778880
-1,1000100000700INC,111.446500000000000,111.520300000000006,1.000000000000000,,,GA0810047-01,0.001071437871164
-1,10001000015ALINC,3.221700000000000,3.411400000000000,5.000000000000000,,,GA0590118-01,0.003298498391867
-1,1000100000300INC,132.639399999999995,133.033800000000014,6.000000000000000,,,GA2690101-01,0.005756112731856
