OID,RouteId,BeginPoint,EndPoint,MEDIAN_WIDTHVn,MEDIAN_WIDTHVt,MEDIAN_WIDTHVd,MEDIAN_WIDTHComments,Shape_Length
-1,1000100040300INC,100.494699999999995,100.542199999999994,4.000000000000000,,,GA1356287-01,0.000794933905844
-1,1000100014100INC,22.915700000000001,23.166599999999999,20.000000000000000,,,GA1170041-01,0.004147446523517
-1,1000100002100INC,11.621000000000000,11.626099999999999,20.000000000000000,,,GA0510116-01,0.000075416110237
-1,1000100003800INC,220.592700000000008,220.605099999999993,99.000000000000000,,,GA3050098-04,0.000194828281741
-1,1000100040200INC,110.196700000000007,110.204200000000000,55.000000000000000,,,GA2110198-01,0.000129857636679
-1,1000100040100INC,99.991200000000006,100.118499999999997,4.000000000000000,,,GA0810105-01,0.001853079758683
-1,1000100001700INC,5.527600000000000,5.588400000000000,20.000000000000000,,,GA0510111-01,0.000997414054387
-1,1051200114800INC,1.594700000000000,1.710100000000000,40.000000000000000,,,GA0511152-01,0.001957699488962
-1,1000100054000INC,66.488600000000005,66.748300000000000,40.000000000000000,,,GA2250236-01,0.004429955822077
-1,1000100009200INC,87.971000000000004,87.977500000000006,15.000000000000000,,,GA0570078-01,0.000113173179026
-1,1000100042200INC,8.141200000000000,8.217900000000000,40.000000000000000,,,GA0590601-01,0.001239020537054
-1,1000100000600INC,53.385300000000001,53.394599999999997,16.000000000000000,,,GA0970320-01,0.000139790476332
-1,1000100041100INC,9.037200000000000,9.075400000000000,4.000000000000000,,,GA2150336-01,0.000555159568087
-1,1000100008500INC,12.020000000000000,13.749599999999999,30.000000000000000,,,GA2150172-01,0.028007985099899
-1,1000100040400INC,163.039099999999991,163.166699999999992,30.000000000000000,,,GA0510369-01,0.002150372461043
-1,1000100024700INC,27.831000000000000,27.835300000000000,35.000000000000000,,,GA1530194-01,0.000062473363450
-1,1000100002500INC,98.313000000000002,98.324600000000004,30.000000000000000,,,GA0290101-01,0.000175218430727
-1,1000100005300INC,119.242900000000006,119.370500000000007,40.000000000000000,,,GA1390267-01,0.002034191824194
-1,1000100040300INC,100.222600000000000,100.372500000000002,4.000000000000000,,,GA1356287-01,0.002508360784765
-1,1000100002500INC,110.350499999999997,110.399799999999999,15.000000000000000,,,GA0510194-01,0.000813654923576
-1,1051100030700INC,7.759200000000000,7.985600000000000,10.000000000000000,,,GA0510350-01,0.003850233160208
-1,1000100009200INC,99.074200000000005,99.112099999999998,10.000000000000000,,,GA1210798-01,0.000619983261334
-1,1000100014100INC,21.251100000000001,21.251700000000000,20.000000000000000,,,GA1170041-01,0.000008964201711
-1,1000100001000INC,40.091900000000003,40.487099999999998,40.000000000000000,,,GA2970018-01,0.006812283668087
-1,1000100012000INC,71.861199999999997,71.867400000000004,43.000000000000000,,,GA1210312-01,0.000105242039975
-1,1000100000300INC,134.877399999999994,136.188400000000001,40.000000000000000,,,GA2690135-01,0.020542789581921
-1,1000100040100INC,308.317099999999982,308.327099999999973,99.000000000000000,,,GA1290101-01,0.000146419259661
-1,1000100000100INC,200.564799999999991,200.853399999999993,35.000000000000000,,,GA2850043-01,0.004283875410443
-1,1000100040500INC,108.289299999999997,108.292500000000004,27.000000000000000,,,GA0510387-01,0.000049337731506
-1,1000100006700INC,52.166200000000003,52.222999999999999,30.000000000000000,,,GA1650156-01,0.000833420500558
-1,1000100040400INC,65.391900000000007,65.532100000000000,55.000000000000000,,,GA2830196-01,0.002399136082186
-1,1000100001700INC,3.829000000000000,3.873600000000000,20.000000000000000,,,GA0510111-01,0.000760988086944
-1,1000100019600INC,32.354500000000002,32.385199999999998,30.000000000000000,,,GA1790127-01,0.000521194380682
-1,1000100002200INC,1.293000000000000,1.312200000000000,40.000000000000000,,,GA2150998-01,0.000308426351015
-1,1000100003800INC,232.462999999999994,232.534600000000012,30.000000000000000,,,GA1830114-01,0.001171143626701
-1,1000100040300INC,9.265300000000000,9.820600000000001,60.000000000000000,,,GA2850227-01,0.008856413607055
-1,1000100040100INC,149.363599999999991,150.210100000000011,40.000000000000000,,,GA2250112-01,0.012290135958151
-1,1000100001900INC,76.506600000000006,77.001499999999993,20.000000000000000,,,GA1750032-01,0.008430111613454
-1,1051200205407INC,4.144100000000000,4.160400000000000,15.000000000000000,,,GA0511205-01,0.000259253516278
-1,1000100002800INC,4.685800000000000,4.686300000000000,45.000000000000000,,,GA2450552-01,0.000008581782571
-1,1000100040200INC,35.075200000000002,35.125000000000000,20.000000000000000,,,GA0970116-01,0.000859519904307
-1,1000100009200INC,100.057100000000005,100.071299999999994,10.000000000000000,,,GA1210798-01,0.000242353471774
-1,1000100000200INC,8.042700000000000,8.132800000000000,37.000000000000000,,,GA0470018-02,0.001573541263339
-1,1000100052000INC,9.623699999999999,9.643200000000000,30.000000000000000,,,GA0530118-01,0.000315493545820
-1,1000100041900INC,0.000000000000000,0.179800000000000,99.000000000000000,,,GA1350267-01,0.002833333705237
-1,1000100040100INC,241.227300000000014,241.397899999999993,4.000000000000000,,,GA1215463-01,0.002479454164713
-1,1000100002100INC,0.261300000000000,0.310300000000000,5.000000000000000,,,GA0510143-01,0.000825627993904
-1,1000100003800INC,35.000000000000000,35.787999999999997,45.000000000000000,,,GA0870154-02,0.012377799855959
-1,1000100040100INC,38.418700000000001,38.426600000000001,4.000000000000000,,,GA0750172-01,0.000117748686127
-1,1000100002700INC,262.507600000000025,262.519099999999980,17.000000000000000,,,GA1270203-01,0.000167688740003
-1,1051200097500INC,0.250700000000000,0.260800000000000,16.000000000000000,,,GA0511101-01,0.000158152729229
-1,1000100009200INC,87.153700000000001,87.176000000000002,15.000000000000000,,,GA0570078-01,0.000381264903848
-1,1000100014000INC,14.938400000000000,15.461600000000001,9.000000000000000,,,GA0150207-01,0.009150932461187
-1,1000100000300INC,283.783099999999990,284.140100000000018,32.000000000000000,,,GA0150119-01,0.006134515688847
-1,1000100042200INC,4.747700000000000,4.774300000000000,40.000000000000000,,,GA0590136-01,0.000460575988573
-1,1000100000400INC,144.796899999999994,146.403600000000012,40.000000000000000,,,GA1070017-01,0.025142878845761
-1,1000100041100INC,0.348800000000000,0.378900000000000,4.000000000000000,,,GA2150325-01,0.000447773164379
-1,1000100001100INC,186.415600000000012,186.502999999999986,15.000000000000000,,,GA1690101-01,0.001374321599908
-1,1000100008500INC,7.349300000000000,7.509800000000000,30.000000000000000,,,GA2150167-01,0.002741476417958
-1,1000100040400INC,161.003700000000009,161.008600000000001,34.000000000000000,,,GA0510368-01,0.000083503386761
-1,1000100023200INC,14.229799999999999,14.279100000000000,4.000000000000000,,,GA2450219-01,0.000730019515113
-1,1000100002500INC,45.813899999999997,45.824599999999997,7.000000000000000,,,GA1270121-01,0.000158560048584
-1,1000100005300INC,115.272599999999997,115.543599999999998,12.000000000000000,,,GA1390265-02,0.004269683484113
-1,1000100040300INC,34.236499999999999,34.296199999999999,35.000000000000000,,,GA0770153-01,0.000890192248724
-1,1000100009200INC,97.827200000000005,97.829599999999999,10.000000000000000,,,GA1210795-01,0.000040861473402
-1,1000100014100INC,17.672400000000000,17.672899999999998,15.000000000000000,,,GA1210358-01,0.000007372635035
-1,1000100001000INC,38.430500000000002,39.753200000000000,40.000000000000000,,,GA2970018-01,0.022716758629283
-1,1000100011300INC,55.356299999999997,55.358400000000003,19.000000000000000,,,GA0150201-01,0.000036574108953
-1,1000100000300INC,118.143400000000000,119.528800000000004,40.000000000000000,,,GA2490104-01,0.021351918465642
-1,1000100052000INC,145.372000000000014,145.462899999999991,40.000000000000000,,,GA0190212-01,0.001487550776009
-1,1000100000100INC,109.492999999999995,109.524000000000001,35.000000000000000,,,GA2590103-01,0.000450207450495
-1,1000100001500INC,277.042300000000012,277.042399999999986,40.000000000000000,,,GA1570141-01,0.000001484824583
-1,1000100006100INC,1.859800000000000,1.929400000000000,35.000000000000000,,,GA0450145-02,0.001124265782082
-1,1000100040400INC,32.598300000000002,33.090299999999999,65.000000000000000,,,GA0230221-01,0.008342229774413
-1,1000100016600INC,61.506000000000000,61.517099999999999,4.000000000000000,,,GA1215419-01,0.000192468377732
-1,1000100002100INC,18.765699999999999,19.005400000000002,99.000000000000000,,,GA1030128-01,0.003756375854816
-1,1000100003800INC,231.390199999999993,231.420099999999991,20.000000000000000,,,GA1830114-01,0.000488219000215
-1,1000100040200INC,177.990600000000001,177.991600000000005,55.000000000000000,,,GA1890132-01,0.000017298086603
-1,1000100040100INC,108.785399999999996,109.281300000000002,20.000000000000000,,,GA0930089-01,0.007199100348534
-1,1000100001700INC,7.694500000000000,7.713800000000000,25.000000000000000,,,GA0510111-02,0.000327711548889
-1,1051200205407INC,2.860200000000000,2.876600000000000,17.000000000000000,,,GA0511205-01,0.000244098759021
-1,1039200048303INC,0.280500000000000,0.290500000000000,14.000000000000000,,,GA0390153-01,0.000146014669275
-1,1000100009200INC,94.287000000000006,94.289299999999997,40.000000000000000,,,GA0570084-01,0.000039805048075
-1,1000100040200INC,10.643400000000000,10.723800000000001,75.000000000000000,,,GA0450276-01,0.001394892354309
-1,1000100000100INC,355.535700000000020,355.675799999999981,5.000000000000000,,,GA2950045-01,0.002207318441510
-1,1000100051500INC,43.295999999999999,43.338200000000001,37.000000000000000,,,GA1110269-01,0.000705051239538
-1,1000100000700INC,25.946100000000001,25.996200000000002,30.000000000000000,,,GA1850075-01,0.000766782997230
-1,1000100001500INC,255.035200000000003,255.084399999999988,35.000000000000000,,,GA2190123-01,0.000715923930892
-1,1000100041300INC,10.423000000000000,10.757400000000001,99.000000000000000,,,GA0899171-01,0.005360992825868
-1,1000100040500INC,36.994199999999999,37.043999999999997,24.000000000000000,,,GA1270312-01,0.000772895768362
-1,1000100003400INC,35.087400000000002,35.097299999999997,17.000000000000000,,,GA0770247-01,0.000169067160259
-1,1000100040000INC,40.804699999999997,41.004899999999999,60.000000000000000,,,GA1170092-01,0.003001835036000
-1,1000100002700INC,225.790799999999990,225.817800000000005,14.000000000000000,,,GA3050043-01,0.000415609508061
-1,1051200097500INC,0.221200000000000,0.250700000000000,16.000000000000000,,,GA0511101-01,0.000462643199125
-1,1000100009200INC,85.916399999999996,85.930599999999998,40.000000000000000,,,GA0570074-01,0.000246360200745
-1,1000100012400INC,3.688600000000000,4.290600000000000,20.000000000000000,,,GA0890158-01,0.008847383875227
-1,1000100000300INC,216.316300000000012,216.848500000000001,36.000000000000000,,,GA0630007-01,0.007809066710486
-1,1000100001600INC,79.249799999999993,79.321500000000000,40.000000000000000,,,GA2550371-01,0.001237122280694
-1,1000100040700INC,33.726900000000001,33.757199999999997,4.000000000000000,,,GA0893363-01,0.000439700058231
-1,1000100007400INC,99.383600000000001,99.436899999999994,99.000000000000000,,,GA0210185-02,0.000847580322650
-1,1000100040400INC,72.941199999999995,72.988000000000000,99.000000000000000,,,GA2830201-01,0.000796704588400
-1,1000100001500INC,278.132400000000018,278.182500000000005,40.000000000000000,,,GA1570141-01,0.000762821424151
-1,1000100019600INC,37.520800000000001,37.872599999999998,30.000000000000000,,,GA1790129-01,0.005922311556242
-1,1000100002500INC,45.181800000000003,45.297499999999999,5.000000000000000,,,GA1270118-01,0.001685923610316
-1,1000100005200INC,8.792700000000000,9.172800000000001,25.000000000000000,,,GA2130127-01,0.006674610651847
-1,1000100040300INC,17.399100000000001,18.060099999999998,60.000000000000000,,,GA2850234-01,0.010167887002339
-1,1000100040100INC,166.430100000000010,166.579499999999996,4.000000000000000,,,GA0210352-01,0.002309590750125
-1,1000100002000INC,99.362799999999993,99.462100000000007,4.000000000000000,,,GA1350118-02,0.001495891414315
-1,1000100014100INC,13.082300000000000,13.112000000000000,40.000000000000000,,,GA1350227-01,0.000449647050878
-1,1000100010100INC,42.468699999999998,42.524000000000001,5.000000000000000,,,GA1150158-01,0.000868583372800
-1,1000100000300INC,45.713900000000002,45.871000000000002,40.000000000000000,,,GA2050263-01,0.002282230685578
-1,1000100052000INC,33.712299999999999,33.736699999999999,40.000000000000000,,,GA2590171-01,0.000378215423252
-1,1000100000100INC,19.436699999999998,19.814100000000000,40.000000000000000,,,GA0870123-01,0.006000665325857
-1,1000100041900INC,45.580199999999998,45.590299999999999,40.000000000000000,,,GA1370246-01,0.000152607585259
-1,1000100006000INC,12.932399999999999,12.944200000000000,25.000000000000000,,,GA1390307-01,0.000177676751307
-1,1000100040300INC,149.066699999999997,149.175099999999986,45.000000000000000,,,GA0110136-01,0.001802317170535
-1,1000100014100INC,27.707500000000000,27.774000000000001,12.000000000000000,,,GA1170043-01,0.000972279813747
-1,1000100002100INC,9.276300000000001,9.281000000000001,20.000000000000000,,,GA0510118-01,0.000069605276551
-1,1000100003800INC,220.461900000000014,220.503700000000009,55.000000000000000,,,GA3050098-03,0.000656756537841
-1,1000100040200INC,126.409899999999993,126.476299999999995,55.000000000000000,,,GA2110205-01,0.001149498453634
-1,1000100040100INC,100.118499999999997,100.178200000000004,4.000000000000000,,,GA0810105-01,0.000869743224875
-1,1000100001700INC,6.942400000000000,6.958200000000000,25.000000000000000,,,GA0510111-02,0.000268254794262
-1,1051200205407INC,1.125000000000000,1.137600000000000,37.000000000000000,,,GA0511154-01,0.000185715270033
-1,10311000073BYINC,2.639100000000000,2.730300000000000,45.000000000000000,,,GA0310561-01,0.001324329071095
-1,1000100009200INC,91.239500000000007,91.762799999999999,40.000000000000000,,,GA0570082-01,0.009067205651971
-1,1000100040200INC,8.046200000000001,8.465000000000000,99.000000000000000,,,GA1430129-01,0.007269982767637
-1,1000100000100INC,258.986899999999991,259.039499999999975,40.000000000000000,,,GA1430243-01,0.000769091183142
-1,1000100042200INC,12.040699999999999,12.227000000000000,40.000000000000000,,,GA0590018-01,0.003177564828137
-1,1000100000600INC,65.982699999999994,66.924599999999998,35.000000000000000,,,GA1210976-01,0.015299064442232
-1,1000100041100INC,47.327300000000001,48.109499999999997,90.000000000000000,,,GA2850248-03,0.011497304350372
-1,1000100040500INC,3.267300000000000,3.277000000000000,75.000000000000000,,,GA0390221-01,0.000141394008623
-1,10001000015ALINC,10.331799999999999,10.413900000000000,35.000000000000000,,,GA1570226-01,0.001394723868831
-1,1000100031600INC,3.092200000000000,3.583300000000000,30.000000000000000,,,GA1350243-01,0.008530316295429
-1,1000100002500INC,102.055800000000005,102.146199999999993,30.000000000000000,,,GA0290103-01,0.001447897138948
-1,1000100040000INC,5.090600000000000,5.682400000000000,4.000000000000000,,,GA1210456-01,0.008597138642148
-1,1000100002500INC,113.750399999999999,113.909499999999994,15.000000000000000,,,GA0510198-01,0.002593676456801
-1,1000100001700INC,2.557100000000000,2.617900000000000,20.000000000000000,,,GA0510103-01,0.001036818450637
-1,1051100042100INC,5.336400000000000,5.361400000000000,30.000000000000000,,,GA0510129-01,0.000381532185943
-1,1000100009200INC,98.345799999999997,98.355900000000005,15.000000000000000,,,GA1210797-01,0.000175336824840
-1,1000100014100INC,19.420100000000001,19.467300000000002,15.000000000000000,,,GA1210358-01,0.000735798222994
-1,1000100012000INC,54.017800000000001,54.199399999999997,15.000000000000000,,,GA0672421-01,0.002660908218639
-1,1000100000300INC,199.688700000000011,199.732300000000009,36.000000000000000,,,GA2550033-01,0.000633894164576
-1,1000100040100INC,353.377099999999984,353.425400000000025,20.000000000000000,,,GA0470114-01,0.000760537716014
