Point: ,121-5049,,
Location: ,"33.759216, -84.402756",,
Road-Type: ,Principal Arterial,,
Day: ,Mon,Tue,Wed
Date:,2024-06-10,2024-06-11,2024-06-12
0:00:00 (V),,392,894
1:00:00 (V),,260,327
2:00:00 (V),,186,201
3:00:00 (V),,131,170
4:00:00 (V),,173,181
5:00:00 (V),,398,420
6:00:00 (V),,910,891
7:00:00 (V),,1898,2072
8:00:00 (V),,2515,2519
9:00:00 (V),,2215,2045
10:00:00 (V),,1920,1653
11:00:00 (V),,2043,1561
12:00:00 (V),,1708,1789
13:00:00 (V),,1837,1847
14:00:00 (V),1934,2195,
15:00:00 (V),2457,2834,
16:00:00 (V),2986,3379,
17:00:00 (V),3129,3307,
18:00:00 (V),2517,2924,
19:00:00(V),1538,2081,
20:00:00 (V),1087,1464,
21:00:00 (V),883,1034,
22:00:00 (V),792,854,
23:00:00 (V),892,803,
,,,
12:00:00 (C),,0:359:23:3:5:0:0:1:1:0:0:0:0:0:0,6:829:45:4:3:1:0:2:4:0:0:0:0:0:0
1:00:00 (C),,0:241:17:1:1:0:0:0:0:0:0:0:0:0:0,2:299:17:0:5:4:0:0:0:0:0:0:0:0:0
2:00:00 (C),,0:172:7:0:4:2:0:0:1:0:0:0:0:0:0,1:181:14:2:3:0:0:0:0:0:0:0:0:0:0
3:00:00 (C),,1:115:10:3:2:0:0:0:0:0:0:0:0:0:0,1:143:15:3:1:3:0:0:4:0:0:0:0:0:0
4:00:00 (C),,1:128:22:8:8:3:0:1:2:0:0:0:0:0:0,0:147:22:8:1:1:0:1:1:0:0:0:0:0:0
5:00:00 (C),,2:298:69:8:9:10:0:0:2:0:0:0:0:0:0,1:318:73:5:16:4:0:0:3:0:0:0:0:0:0
6:00:00 (C),,1:711:137:12:26:14:0:0:9:0:0:0:0:0:0,3:711:129:11:19:10:0:1:5:2:0:0:0:0:0
7:00:00 (C),,3:1595:191:12:68:19:1:5:4:0:0:0:0:0:0,7:1735:227:22:53:14:0:7:7:0:0:0:0:0:0
8:00:00 (C),,3:2066:272:39:87:15:2:6:25:0:0:0:0:0:0,9:2067:309:26:65:19:1:9:13:1:0:0:0:0:0
9:00:00 (C),,7:1736:321:19:72:20:0:4:35:1:0:0:0:0:0,4:1648:285:15:54:16:0:6:15:2:0:0:0:0:0
10:00:00 (C),,8:1508:268:16:70:16:0:7:27:0:0:0:0:0:0,7:1255:262:33:56:13:0:11:14:2:0:0:0:0:0
11:00:00 (C),,4:1618:286:22:76:14:0:10:13:0:0:0:0:0:0,6:1212:226:13:71:15:0:5:13:0:0:0:0:0:0
12:00:00 (C),,3:1375:229:6:60:15:0:7:13:0:0:0:0:0:0,7:1422:260:16:58:8:0:6:12:0:0:0:0:0:0
13:00:00 (C),,6:1471:265:13:50:14:2:7:9:0:0:0:0:0:0,9:1469:250:17:69:18:0:9:6:0:0:0:0:0:0
14:00:00 (C),4:1579:264:19:47:13:0:5:3:0:0:0:0:0:0,1:1776:308:16:65:9:1:5:14:0:0:0:0:0:0,
15:00:00 (C),4:2023:314:28:52:14:0:7:15:0:0:0:0:0:0,7:2343:357:27:60:15:0:4:20:0:1:0:0:0:0,
16:00:00 (C),7:2534:340:14:67:6:0:7:11:0:0:0:0:0:0,4:2888:367:16:67:10:0:14:13:0:0:0:0:0:0,
17:00:00 (C),7:2685:347:6:52:4:0:8:20:0:0:0:0:0:0,3:2871:330:21:49:3:0:11:19:0:0:0:0:0:0,
18:00:00 (C),4:2210:234:12:43:0:0:7:7:0:0:0:0:0:0,2:2565:260:18:51:2:0:9:17:0:0:0:0:0:0,
19:00:00(C),1:1366:119:15:19:2:0:4:12:0:0:0:0:0:0,1:1897:130:10:32:2:0:3:6:0:0:0:0:0:0,
20:00:00 (C),3:979:88:6:8:2:0:1:0:0:0:0:0:0:0,9:1348:83:7:9:1:0:2:4:1:0:0:0:0:0,
21:00:00 (C),5:783:74:5:9:2:0:3:2:0:0:0:0:0:0,11:945:65:5:5:0:0:2:1:0:0:0:0:0:0,
22:00:00 (C),4:735:46:0:4:1:0:1:1:0:0:0:0:0:0,18:775:52:0:7:0:0:0:2:0:0:0:0:0:0,
23:00:00 (C),7:802:65:7:8:0:0:1:2:0:0:0:0:0:0,7:727:48:6:6:3:0:1:5:0:0:0:0:0:0,
