Point: ,121-0471,,,,,
Location: ,"33.762904, -84.363259",,,,,
Road-Type: ,Principal Arterial,,,,,
Day: ,Wed,Thu,Fri,Mon,Tue,Wed
Date:,2023-02-15,2023-02-16,2023-02-17,2025-06-23,2025-06-24,2025-06-25
0:00:00 (V),,357,416,,303,346
1:00:00 (V),,215,266,,196,181
2:00:00 (V),,161,183,,122,129
3:00:00 (V),142,132,,,102,96
4:00:00 (V),259,262,,,210,214
5:00:00 (V),624,651,,,557,564
6:00:00 (V),1072,1105,,,1124,1011
7:00:00 (V),1455,1502,,,1341,1315
8:00:00 (V),1703,1732,,,1538,1514
9:00:00 (V),1570,1585,,,1563,1406
10:00:00 (V),1555,1611,,,1383,1392
11:00:00 (V),1562,1700,,,1558,1510
12:00:00 (V),1811,1936,,,1546,1584
13:00:00 (V),1665,1626,,1665,1602,
14:00:00 (V),1622,1723,,1493,1422,
15:00:00 (V),1733,1469,,1491,1276,
16:00:00 (V),1664,1548,,1646,1655,
17:00:00 (V),1535,1694,,1611,1615,
18:00:00 (V),1605,1532,,1660,1700,
19:00:00(V),1451,1543,,1536,1663,
20:00:00 (V),1412,1501,,1471,1461,
21:00:00 (V),1239,1371,,1274,1308,
22:00:00 (V),987,1057,,935,1010,
23:00:00 (V),611,707,,622,636,
,,,,,,
12:00:00 (C),,0:322:21:0:10:1:0:1:2:0:0:0:0:0:0,0:385:28:1:0:1:0:1:0:0:0:0:0:0:0,,1:281:18:0:0:0:0:0:2:1:0:0:0:0:0,1:322:19:0:0:3:0:0:1:0:0:0:0:0:0
1:00:00 (C),,1:191:15:2:4:2:0:0:0:0:0:0:0:0:0,0:241:17:0:5:3:0:0:0:0:0:0:0:0:0,,1:184:10:0:1:0:0:0:0:0:0:0:0:0:0,0:159:19:0:2:1:0:0:0:0:0:0:0:0:0
2:00:00 (C),,0:137:19:0:2:2:0:1:0:0:0:0:0:0:0,0:157:22:1:2:0:0:1:0:0:0:0:0:0:0,,0:110:8:2:2:0:0:0:0:0:0:0:0:0:0,0:115:10:0:1:1:0:0:2:0:0:0:0:0:0
3:00:00 (C),0:118:15:0:3:2:0:2:2:0:0:0:0:0:0,0:108:17:1:4:2:0:0:0:0:0:0:0:0:0,,,1:83:16:0:1:0:0:1:0:0:0:0:0:0:0,2:75:15:1:0:0:0:3:0:0:0:0:0:0:0
4:00:00 (C),1:198:33:2:13:1:0:11:0:0:0:0:0:0:0,0:196:44:3:5:3:0:9:2:0:0:0:0:0:0,,,1:178:22:0:3:1:0:2:3:0:0:0:0:0:0,0:172:27:4:7:2:0:2:0:0:0:0:0:0:0
5:00:00 (C),1:462:126:10:18:1:0:4:2:0:0:0:0:0:0,1:497:117:6:21:2:0:5:2:0:0:0:0:0:0,,,1:475:63:3:9:3:0:0:3:0:0:0:0:0:0,0:489:63:2:4:1:0:4:1:0:0:0:0:0:0
6:00:00 (C),1:863:173:6:25:0:0:4:0:0:0:0:0:0:0,0:912:156:6:24:3:0:2:1:1:0:0:0:0:0,,,0:953:141:4:14:7:0:2:3:0:0:0:0:0:0,1:859:118:3:18:4:0:6:2:0:0:0:0:0:0
7:00:00 (C),2:1245:172:5:22:5:0:2:2:0:0:0:0:0:0,0:1265:193:12:22:3:0:5:2:0:0:0:0:0:0,,,1:1161:135:7:20:11:1:4:1:0:0:0:0:0:0,0:1155:117:6:21:11:0:1:2:2:0:0:0:0:0
8:00:00 (C),1:1460:185:8:38:5:0:6:0:0:0:0:0:0:0,1:1469:206:11:39:2:0:3:1:0:0:0:0:0:0,,,0:1347:155:2:26:2:0:5:1:0:0:0:0:0:0,0:1335:134:8:23:7:0:5:2:0:0:0:0:0:0
9:00:00 (C),6:1293:185:16:49:8:1:9:2:1:0:0:0:0:0,0:1301:205:22:44:5:0:7:1:0:0:0:0:0:0,,,1:1314:194:9:32:3:0:6:2:2:0:0:0:0:0,1:1217:146:3:32:1:1:5:0:0:0:0:0:0:0
10:00:00 (C),1:1199:248:18:55:23:0:8:3:0:0:0:0:0:0,1:1271:272:13:45:2:0:5:2:0:0:0:0:0:0,,,3:1124:189:8:44:7:0:5:2:1:0:0:0:0:0,4:1134:205:9:31:2:0:5:2:0:0:0:0:0:0
11:00:00 (C),3:1274:217:10:34:13:0:6:4:1:0:0:0:0:0,0:1379:254:9:44:5:1:4:3:1:0:0:0:0:0,,,0:1278:207:11:41:5:3:9:4:0:0:0:0:0:0,1:1260:183:14:38:5:0:4:5:0:0:0:0:0:0
12:00:00 (C),2:1536:199:15:38:13:0:6:1:1:0:0:0:0:0,0:1589:277:16:41:3:0:8:2:0:0:0:0:0:0,,,0:1337:173:7:22:2:0:4:1:0:0:0:0:0:0,2:1336:200:8:27:4:0:5:2:0:0:0:0:0:0
13:00:00 (C),2:1390:187:14:45:15:0:5:7:0:0:0:0:0:0,3:1332:220:19:45:3:0:3:1:0:0:0:0:0:0,,2:1412:196:5:31:8:0:8:3:0:0:0:0:0:0,2:1377:183:4:25:4:0:5:2:0:0:0:0:0:0,
