14:00:00 (C),0:1345:216:5:39:11:1:3:2:0:0:0:0:0:0,0:1468:210:9:30:4:0:0:2:0:0:0:0:0:0,,3:1289:163:5:29:1:0:2:0:1:0:0:0:0:0,2:1230:166:3:17:2:0:2:0:0:0:0:0:0:0,
15:00:00 (C),1:1466:209:4:34:14:0:5:0:0:0:0:0:0:0,3:1274:161:3:21:3:0:3:1:0:0:0:0:0:0,,1:1316:142:2:26:2:0:0:2:0:0:0:0:0:0,3:1093:159:4:11:3:0:2:1:0:0:0:0:0:0,
16:00:00 (C),2:1468:163:8:17:5:0:1:0:0:0:0:0:0:0,1:1348:157:9:26:5:0:2:0:0:0:0:0:0:0,,1:1469:147:4:19:2:0:3:1:0:0:0:0:0:0,0:1486:143:4:16:1:0:3:2:0:0:0:0:0:0,
17:00:00 (C),2:1369:141:4:12:4:0:1:2:0:0:0:0:0:0,2:1523:142:5:17:3:0:2:0:0:0:0:0:0:0,,2:1473:120:0:11:3:0:1:1:0:0:0:0:0:0,2:1478:111:2:13:2:0:5:2:0:0:0:0:0:0,
18:00:00 (C),1:1447:135:7:13:2:0:0:0:0:0:0:0:0:0,1:1398:116:2:11:2:1:0:1:0:0:0:0:0:0,,2:1516:127:2:9:1:0:2:1:0:0:0:0:0:0,2:1568:105:1:18:1:0:2:3:0:0:0:0:0:0,
19:00:00(C),2:1334:105:3:7:0:0:0:0:0:0:0:0:0:0,1:1408:124:1:8:1:0:0:0:0:0:0:0:0:0,,7:1419:101:1:7:0:0:0:1:0:0:0:0:0:0,4:1525:116:1:13:2:0:1:1:0:0:0:0:0:0,
20:00:00 (C),0:1265:124:0:16:5:0:2:0:0:0:0:0:0:0,1:1377:112:2:7:2:0:0:0:0:0:0:0:0:0,,2:1366:89:1:6:3:0:2:2:0:0:0:0:0:0,4:1350:95:0:10:1:0:0:1:0:0:0:0:0:0,
21:00:00 (C),1:1149:78:2:8:1:0:0:0:0:0:0:0:0:0,2:1274:82:1:8:3:0:1:0:0:0:0:0:0:0,,6:1186:74:2:3:1:0:1:1:0:0:0:0:0:0,4:1231:64:0:7:1:0:0:0:1:0:0:0:0:0,
22:00:00 (C),0:908:69:0:5:4:0:1:0:0:0:0:0:0:0,0:981:67:1:5:2:0:1:0:0:0:0:0:0:0,,3:879:47:0:4:1:0:1:0:0:0:0:0:0:0,2:929:71:1:5:1:0:0:1:0:0:0:0:0:0,
23:00:00 (C),0:557:44:0:5:4:0:1:0:0:0:0:0:0:0,0:652:43:1:8:3:0:0:0:0:0:0:0:0:0,,3:577:37:1:0:1:0:0:3:0:0:0:0:0:0,5:584:39:1:6:0:0:1:0:0:0:0:0:0:0,
